hbwprm
57.2653416593
329.153782129
93.8454861012
125.581572104
455.915145355
56.7835706239
227.545221267
10.8075153008
0.000344235441263
1330.3505602
272.670606651
127.106301574
730.231347541
846.504692077
588.026138756
332.011594407
1154.55376055
490.166903671
383.229790337
608.05308538
335.247547441
62.216678767
453.40159639
390.866528339
546.98096587
