hboprh
371.755875388
1101.62030959
441.95161259
744.758250745
668.366118508
226.138120574
867.148819754
87.5278088033
0.000658770531422
1112.43483042
387.558470594
310.715146666
597.865142453
1710.58044171
1085.92288887
633.160816487
3582.49130607
1942.67388431
1279.1275398
2479.80624546
1258.24397335
232.762640027
1445.98091065
1416.1970858
1813.08946209
