hbomdcls
16.9988530183
16.7365082306
16.7912634298
16.9584144777
16.9247952093
16.9206957573
16.875984379
16.8605186812
16.8314349067
16.7431119048
16.8408022837
16.7003814844
16.6951964375
16.7027768228
16.4978621892
16.4984433995
16.28533491
16.1855738151
16.6643589742
16.6922665511
16.7496201409
16.2195925978
16.816873281
16.8302279585
16.776465291
