i,j,@am2,@art,@htkad,@htvol,@hvol,@lanem,@mb,@md1,@mtkad,@mtvol,@noht,@pm2,@rtpar,@rtpth,@speed,@svol,@tknet,@tkpth,@trkad,@trkvl,@zone,additional_volume,auto_time,auto_volume,aux_transit_volume,data1,data2,data3,length,num_lanes,type,vertices,volume_delay_func,@urbrur,@divhwy,@waterf,@noisef
4,65010,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,4,0,-1.0,0.0,85.32459259,0,0.0,99999,0.050000001,1.0,19,[],0,1,0,1.0,1.0
5,11640,0,0,0.0,5.85e-06,67.43949127,0,99999,0,0.0,3.30998373,0,0,0,0,12,167.5976868,0,0.0,0.0,3.763683558,5,0,0.250037491,238.3472137,89.10572052,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
5,11781,0,0,0.0,0.050967783,92.9697113,0,99999,0,0.0,2.758471012,0,0,0,0,12,236.3144073,0,0.0,0.0,4.709035397,5,0,0.250068605,332.0935669,0.0,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
5,15464,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,5,0,-1.0,0.0,87.54428101,0,0.0,99999,0.050000001,0.0,29,[],0,1,0,1.0,1.0
5,15466,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,5,0,-1.0,0.0,182.9051971,0,0.0,99999,0.050000001,9.0,99,[],0,1,0,1.0,1.0
5,16379,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,5,0,-1.0,0.0,179.1719055,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
5,65000,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,4,0,-1.0,0.0,314.4048462,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
6,11617,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,6,0,-1.0,0.0,64.21598816,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
6,11625,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,6,0,-1.0,0.0,29.64585876,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
6,11634,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,6,0,-1.0,0.0,73.24750519,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
6,11658,0,0,0.0,0.038840707,63.51524353,0,99999,0,0.0,4.566558838,0,0,0,0,12,203.8136292,0,0.0,0.0,5.66121006,6,0,0.250048637,271.9342651,0.954426706,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
6,16388,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,6,0,-1.0,0.0,20.2792244,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
6,65005,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,3,0,-1.0,0.0,33.48294449,0,0.0,99999,0.050000001,9.0,99,[],0,1,0,1.0,1.0
7,11785,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,7,0,-1.0,0.0,175.8754883,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
7,15470,0,0,0.0,0.001837582,30.97773552,0,99999,0,0.0,0.478431344,0,0,0,0,12,74.78129578,0,0.0,0.0,0.896264732,7,0,0.249993503,106.2393036,180.3883057,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
7,15471,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,7,0,-1.0,0.0,185.1099396,0,0.0,99999,0.050000001,9.0,99,[],0,1,0,1.0,1.0
7,16384,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,7,0,-1.0,0.0,200.5323029,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
7,32640,0,0,0.0,0.014617118,35.73369598,0,99999,0,0.0,1.502399206,0,0,0,0,12,100.405365,0,0.0,0.0,1.838705063,7,0,0.250003994,137.6560669,145.0916595,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
8,11655,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,8,0,-1.0,0.0,117.0306931,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
8,11674,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,8,0,-1.0,0.0,125.8957748,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
8,11676,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,8,0,-1.0,0.0,98.99769592,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
8,11786,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,8,0,-1.0,0.0,148.9700928,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
8,11789,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,8,0,-1.0,0.0,112.9193878,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
8,31248,0,0,0.0,0.080806762,95.55222321,0,99999,0,0.0,8.678173065,0,0,0,0,12,284.2637329,0,0.0,0.0,8.467590332,8,0,0.250087559,388.5748901,82.47652435,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
8,31249,0,0,0.0,0.060307205,169.2483063,0,99999,0,0.0,7.967387676,0,0,0,0,12,493.7843628,0,0.0,0.0,9.141083717,8,0,0.250181973,671.0604858,55.01942825,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
9,11662,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,9,0,-1.0,0.0,6.69165802,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
9,11664,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,9,0,-1.0,0.0,9.000564575,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
9,27002,0,0,0.0,0.009303408,13.54088306,0,99999,0,0.0,0.598235428,0,0,0,0,12,39.44045258,0,0.0,0.0,0.804394245,9,0,0.249976099,53.58887482,3.364677191,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
9,31990,0,0,0.0,0.0,5.02035141,0,99999,0,0.0,0.367214531,0,0,0,0,12,14.12983418,0,0.0,0.0,0.297361195,9,0,0.249964774,19.51740265,7.287292004,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
9,31992,0,0,0.0,6.3e-06,2.654141665,0,99999,0,0.0,0.12405289,0,0,0,0,12,8.087464333,0,0.0,0.0,0.214321345,9,0,0.249961913,10.86566544,8.149456978,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
10,11745,0,0,0.0,0.002001262,32.37068939,0,99999,0,0.0,0.389910966,0,0,0,0,12,86.98864746,0,0.0,0.0,0.591768682,10,0,0.249998033,119.7512589,457.5969238,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
10,11793,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,10,0,-1.0,0.0,264.4193726,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
10,15472,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,10,0,-1.0,0.0,555.9306641,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
10,17401,0,0,0.0,0.011311841,34.65527725,0,99999,0,0.0,1.203330398,0,0,0,0,12,103.76548,0,0.0,0.0,0.637767136,10,0,0.250004649,139.6353912,188.4405365,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
11,11680,0,0,0.0,0.057353634,44.7987442,0,99999,0,0.0,3.086914063,0,0,0,0,12,138.9112396,0,0.0,0.0,2.139515162,11,0,0.250020385,186.8543091,6.427568913,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
11,11682,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,11,0,-1.0,0.0,92.7904892,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
11,11683,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,11,0,-1.0,0.0,178.9069061,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
11,11688,0,0,0.0,0.01274042,67.00305176,0,99999,0,0.0,5.032488823,0,0,0,0,12,210.339798,0,0.0,0.0,7.172648907,11,0,0.250052154,282.3880615,36.15757751,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
11,11797,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,11,0,-1.0,0.0,112.9163284,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
11,22055,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,11,0,-1.0,0.0,60.53614426,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
11,22056,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,11,0,-1.0,0.0,80.08260345,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
12,11662,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,12,0,-1.0,0.0,65.32951355,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
12,11664,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,12,0,-1.0,0.0,85.86650848,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
12,11686,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,12,0,-1.0,0.0,38.03779984,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
12,11691,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,12,0,-1.0,0.0,52.61140442,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
12,50260,0,0,0.0,0.035257597,90.71731567,0,99999,0,0.0,4.177242279,0,0,0,0,12,252.9079742,0,0.0,0.0,5.845748425,12,0,0.250073969,347.8377991,30.0978241,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
13,11692,0,0,0.0,4.02e-05,91.92080688,0,99999,0,0.0,0.369630039,0,0,0,0,12,324.6502075,0,0.0,0.0,2.243917227,13,0,0.250096917,416.9406738,116.4504089,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
13,11694,0,0,0.0,0.046042439,130.8291168,0,99999,0,0.0,5.105834007,0,0,0,0,12,593.9462891,0,0.0,0.0,5.215572834,13,0,0.250201643,729.9273071,82.6275177,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
13,11746,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,10,0,-1.0,0.0,220.2376862,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
13,11748,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,13,0,-1.0,0.0,279.4792786,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
13,11802,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,13,0,-1.0,0.0,78.36258698,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
13,22055,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,13,0,-1.0,0.0,95.25569916,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
13,22056,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,13,0,-1.0,0.0,123.2269897,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
13,22057,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,13,0,-1.0,0.0,71.86029053,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
13,22058,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,13,0,-1.0,0.0,22.67226791,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
14,11696,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,14,0,-1.0,0.0,431.2443848,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
14,11803,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,14,0,-1.0,0.0,419.7518005,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
14,22057,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,14,0,-1.0,0.0,128.015564,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
14,22058,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,14,0,-1.0,0.0,43.4736557,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
14,31722,0,0,0.0,0.0,23.955513,0,99999,0,0.0,0.672320485,0,0,0,0,12,71.78742981,0,0.0,0.0,1.365958214,14,0,0.249990225,96.41527557,76.46460724,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
14,31723,0,0,0.0,0.036493428,94.33252716,0,99999,0,0.0,3.662657261,0,0,0,0,12,272.7362976,0,0.0,0.0,3.995281696,14,0,0.250081539,370.7679443,462.7304688,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
15,6233,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,15,0,-1.0,0.0,42.61806107,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
15,11806,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,15,0,-1.0,0.0,481.3251038,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
15,11807,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,15,0,-1.0,0.0,326.040863,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
15,15414,0,0,0.0,0.049528752,81.52098084,0,99999,0,0.0,5.861968994,0,0,0,0,12,293.5326233,0,0.0,0.0,7.005414963,15,0,0.250084937,380.9650879,202.7251129,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
16,11801,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,16,0,-1.0,0.0,329.1628418,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
16,15411,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,16,0,-1.0,0.0,0.0,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
16,15413,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,16,0,-1.0,0.0,180.8213806,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
16,15967,0,0,0.0,0.006772049,31.62520027,0,99999,0,0.0,0.814783454,0,0,0,0,12,90.36362457,0,0.0,0.0,0.822521031,16,0,0.249998987,122.810379,7.590125084,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
17,11573,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,17,0,-1.0,0.0,470.1048584,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
17,11763,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,17,0,-1.0,0.0,478.8823242,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
17,15460,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,17,0,-1.0,0.0,899.0230713,0,0.0,99999,0.129999995,0.0,99,[],0,1,0,1.0,1.0
17,15889,0,0,0.0,0.0,42.5729332,0,99999,0,0.0,1.418655753,0,0,0,0,12,130.7193909,0,0.0,0.0,1.312954426,17,0,0.650042415,174.7109528,0.0,0,3.0,99999,0.129999995,9.0,99,[],14,1,0,1.0,1.0
17,17533,0,0,0.0,0.020268239,68.07001495,0,99999,0,0.0,1.022998691,0,0,0,0,12,193.0735931,0,0.0,0.0,1.621308327,17,0,0.650118053,262.1868591,0.0,0,3.0,99999,0.129999995,9.0,99,[],14,1,0,1.0,1.0
18,11575,0,0,0.0,0.0,25.88909149,0,99999,0,0.0,1.337462664,0,0,0,0,12,85.4223175,0,0.0,0.0,1.085147262,18,0,0.649988651,112.6488571,0.0,0,3.0,99999,0.129999995,9.0,99,[],14,1,0,1.0,1.0
18,11589,0,0,0.0,0.019904884,43.06385422,0,99999,0,0.0,1.008429766,0,0,0,0,12,132.1934204,0,0.0,0.0,1.423519969,18,0,0.650043845,176.285553,0.0,0,3.0,99999,0.129999995,9.0,99,[],14,1,0,1.0,1.0
