i,j,@am2,@art,@htkad,@htvol,@hvol,@lanem,@mb,@md1,@mtkad,@mtvol,@noht,@pm2,@rtpar,@rtpth,@speed,@svol,@tknet,@tkpth,@trkad,@trkvl,@zone,additional_volume,auto_time,auto_volume,aux_transit_volume,data1,data2,data3,length,num_lanes,type,vertices,volume_delay_func,@urbrur,@divhwy,@waterf,@noisef
1,11608,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,250.3022919,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11610,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,302.1121216,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11612,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,284.0667725,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11617,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,295.2557373,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11618,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,256.6658936,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11630,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,298.149353,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11634,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,439.2503662,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11742,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,395.7645264,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,17192,0,0,0.0,0.134713873,479.1126099,0,99999,0,0.0,7.125578403,0,0,0,0,12,1266.496216,0,0.0,0.0,11.2010479,1,0,0.250250876,1752.869751,211.3488464,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
1,31251,0,0,0.0,0.0,289.3685303,0,99999,0,0.0,9.514125824,0,0,0,0,12,760.3591919,0,0.0,0.0,8.940444946,1,0,0.250134647,1059.241699,226.2453918,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
1,65001,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,388.4215088,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,65002,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,257.5039673,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,65008,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,352.5971375,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,65009,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,245.3699188,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
2,11606,0,0,0.0,0.080151521,435.3759766,0,99999,0,0.0,10.07048512,0,0,0,0,12,1051.373657,0,0.0,0.0,9.422269821,2,0,0.250207841,1496.900635,0.0,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
2,11609,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,2,0,-1.0,0.0,1180.410034,0,0.0,99999,0.050000001,9.0,99,[],0,1,0,1.0,1.0
2,11753,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,2,0,-1.0,0.0,1133.116577,0,0.0,99999,0.050000001,9.0,99,[],0,1,0,1.0,1.0
2,17009,0,0,0.0,0.073585585,327.6081848,0,99999,0,0.0,8.637928963,0,0,0,0,12,1008.536865,0,0.0,0.0,11.4574852,2,0,0.25018245,1344.856812,0.0,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
2,22019,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,2,0,-1.0,0.0,0.0,0,0.0,99999,0.050000001,9.0,99,[],0,1,0,1.0,1.0
2,65002,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,1027.488281,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
2,65008,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,1254.714233,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
3,11609,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,2,0,-1.0,0.0,409.1669617,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
3,11627,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,3,0,-1.0,0.0,100.5980606,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
3,11753,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,2,0,-1.0,0.0,421.356781,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
3,11760,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,3,0,-1.0,0.0,211.2783661,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
3,17281,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,3,0,-1.0,0.0,41.77147293,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
3,27000,0,0,0.0,0.044085793,248.8174744,0,99999,0,0.0,5.407669544,0,0,0,0,12,754.3399658,0,0.0,0.0,5.27158165,3,0,0.250126123,1008.609192,0.0,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
3,32559,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,3,0,-1.0,0.0,72.60062408,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
3,65004,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,3,0,-1.0,0.0,186.1744995,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
4,15467,0,0,0.0,0.0,65.94955444,0,99999,0,0.0,0.122345291,0,0,0,0,12,129.4763184,0,0.0,0.0,0.142905355,4,0,0.249990761,195.5482178,483.1832581,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
4,16380,0,0,0.0,0.041131724,114.4084702,0,99999,0,0.0,1.372142673,0,0,0,0,12,287.7835999,0,0.0,0.0,2.533515215,4,0,0.250025272,403.6054077,245.3761139,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
4,16381,0,0,0.0,0.0,112.7470398,0,99999,0,0.0,4.991978645,0,0,0,0,12,324.7948608,0,0.0,0.0,4.876625538,4,0,0.250031829,442.5339355,282.4927979,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
4,17005,0,0,0.0,0.030608013,137.7707672,0,99999,0,0.0,2.396107435,0,0,0,0,12,361.480072,0,0.0,0.0,3.690354824,4,0,0.250041664,501.6775818,314.9241638,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
4,65000,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,4,0,-1.0,0.0,432.4988403,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
4,65010,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,4,0,-1.0,0.0,280.0734863,0,0.0,99999,0.050000001,1.0,19,[],0,1,0,1.0,1.0
5,11640,0,0,0.0,0.006800108,195.901825,0,99999,0,0.0,5.147767067,0,0,0,0,12,498.1791077,0,0.0,0.0,3.763683558,5,0,0.250074446,699.2354736,197.3691254,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
