hbshdcls
15.9911839655
15.7386934331
15.8843967701
15.8810496662
15.925725728
15.9196031498
15.8595371261
15.8977531369
15.7980286907
15.7451109614
15.741285665
15.5122099716
15.5971788261
15.5076471888
15.2449806073
15.2715017171
15.3989652968
15.2998423656
15.8380947273
15.8689339178
15.919635971
15.2856192646
15.9556487247
15.9229594147
15.8796186401
