hboprl
159.158803751
787.051536381
170.243764104
511.222700935
1007.96231189
84.4757762102
1215.23943632
67.6766059222
0.000376973687851
1537.38704176
238.019224907
64.8727415933
678.482981849
713.733117672
315.015872291
181.300988068
1151.73717209
545.62104971
268.896431767
687.533087911
410.808168382
81.5143029704
320.479635254
490.488528499
728.252062025
