a,b,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,vol_total,trk_vol
5001,18007,1.5,2,1.38,1.81,52,92,2,5061,0,3784.5,723.47
5002,5004,2.59,1,2.39,4.51,52,92,2,5061,0,5084.69,715.47
5003,5001,2.59,2,2.39,3.14,52,92,2,5061,0,3784.5,723.47
5004,10004,0.34,1,0.31,0.52,32,92,2,5494,0,5084.69,715.47
5005,5006,0.98,2,1.07,1.07,52,21,2,4327,2,689.79,122
5005,18064,0.33,1,0.46,0.46,33,21,2,5628,2,941.72,104
5006,5005,0.98,1,1.07,1.07,52,21,2,4327,2,941.72,104
5006,5007,4.23,2,6.51,6.51,52,43,1,751,2,29.76,5
5006,5010,2.31,2,3.22,3.22,33,21,2,5628,2,697.99,119
5007,5006,4.23,1,6.51,6.51,52,43,1,751,2,86.76,5
5007,5008,1.61,2,2.48,2.48,52,43,1,751,2,56.39,7
5008,5007,1.61,1,2.48,2.48,52,43,1,751,2,110.1,9
5008,5009,0.6,2,0.92,0.92,52,43,1,751,2,56.39,7
5009,5008,0.6,1,0.92,0.92,52,43,1,751,2,110.1,9
5009,5014,0.89,2,1.38,1.38,52,43,1,751,2,56.39,7
5010,5006,2.31,1,3.22,3.22,33,21,2,5628,2,892.92,101
5010,5015,0.8,2,1.15,1.15,31,21,2,5942,2,928.59,129
5011,5018,1.16,2,1.83,1.83,31,31,1,3662,2,237.18,51
5011,18070,1.43,1,1.91,1.91,51,31,1,2083,2,325.28,57
5012,18068,1.97,2,1.69,2.01,52,12,3,6723,0,5010.24,973.05
5013,5025,2.49,1,2.3,2.4,32,12,3,11621,0,5708.18,968.05
5014,5009,0.89,1,1.38,1.38,52,43,1,751,2,110.1,9
5014,5016,0.82,2,1.26,1.26,52,43,1,751,2,56.39,7
5015,5010,0.8,1,1.15,1.15,31,21,2,5942,2,1127.45,107
5015,5017,0.84,2,1.2,1.21,31,21,2,5942,2,1482.52,128
5016,5014,0.82,1,1.26,1.26,52,43,1,751,2,110.1,9
5016,5018,1.7,2,2.83,2.91,51,43,1,785,2,446.39,25
5017,5015,0.84,1,1.2,1.2,31,21,2,5942,2,1193.51,100
5017,5019,1.23,2,1.75,1.76,31,21,2,5942,2,1482.52,128
5018,5011,1.16,1,1.83,1.83,31,31,1,3662,2,325.28,57
5018,5016,1.7,1,2.83,2.83,51,43,1,785,2,200.42,32
5018,5022,1.48,2,2.34,2.34,31,31,1,3662,2,596.51,60
5019,5017,1.23,1,1.75,1.75,31,21,2,5942,2,1193.51,100
5019,5020,0.34,2,0.54,0.56,31,23,2,3317,2,1482.52,128
5020,5019,0.34,1,0.54,0.55,31,23,2,3317,2,1193.51,100
5020,5023,0.27,2,0.42,0.43,31,23,2,3317,2,1420.88,115
5021,5030,1.44,2,2.21,2.21,52,43,1,751,2,103.2,19.65
5022,5018,1.48,1,2.34,2.34,31,31,1,3662,2,438.64,73
5022,5027,0.31,2,0.49,0.49,31,31,1,3662,2,596.51,60
5023,5020,0.27,1,0.42,0.43,31,23,2,3317,2,1137.75,96
5023,5026,0.25,2,0.4,0.41,31,23,2,3317,2,1258.51,108
5024,5012,2.48,2,2.29,2.35,32,12,3,11621,0,5010.24,973.05
5025,5037,1.47,1,1.36,1.42,32,12,3,11621,0,5708.18,968.05
5026,5023,0.25,1,0.4,0.4,31,23,2,3317,2,1040.62,90
5026,5028,0.14,2,0.22,0.24,31,23,2,3317,2,1933.55,125
5027,5022,0.31,1,0.49,0.49,31,31,1,3662,2,438.64,73
5027,5057,1.94,2,3.06,3.08,31,31,1,3662,2,1260.81,80
5028,5026,0.14,1,0.22,0.22,31,23,2,3317,2,1226.71,110
5028,5029,0.37,2,0.58,0.62,31,23,2,3317,2,1813.74,123
5029,5028,0.37,1,0.58,0.59,31,23,2,3317,2,1187.28,107
5029,5031,0.27,2,0.42,0.43,31,23,3,4975,2,1882.32,157
5029,5033,0.26,2,0.41,0.42,31,23,2,3317,2,1367.27,126
5030,5021,1.44,1,2.21,2.21,52,43,1,751,2,98.04,16.65
5030,5036,0.66,2,1.02,1.02,52,43,1,751,2,103.2,19.65
5031,5029,0.27,1,0.42,0.42,31,23,3,4975,2,1444.82,156
5031,5032,0.16,2,0.26,0.27,31,23,3,4975,2,2115.67,169
5032,5031,0.16,1,0.26,0.26,31,23,3,4975,2,1440.92,164
5032,5038,1.26,2,1.99,2.2,31,23,2,3317,2,2062.83,175
5033,5029,0.26,1,0.41,0.42,31,23,2,3317,2,1415.68,110
5033,5034,0.26,2,0.4,0.42,31,23,2,3317,2,1578.6,132
5034,5033,0.26,1,0.4,0.41,31,23,2,3317,2,1503.27,113
5034,5039,0.25,2,0.4,0.41,31,23,2,3317,2,1511.93,132
5034,8850,1.7,2,3.29,3.29,31,42,1,1715,2,202.8,7
5035,5024,1.49,2,1.37,1.41,32,12,3,11621,0,5010.24,973.05
5036,5030,0.66,1,1.02,1.02,52,43,1,751,2,98.04,16.65
5036,5082,2.87,2,4.41,4.42,52,43,1,751,2,208.7,26.65
5037,5047,0.5,1,0.46,0.47,31,12,3,13672,0,4672.95,731.05
5037,5050,0.63,1,1.26,1.27,31,71,1,3196,0,1035.23,237
5038,5032,1.26,1,1.99,2.05,31,23,2,3317,2,1467.28,167
5038,5040,0.26,2,0.42,0.46,31,23,2,3317,2,2062.83,175
5039,5034,0.25,1,0.4,0.41,31,23,2,3317,2,1310.61,103
5039,5049,0.5,2,0.79,0.8,31,23,2,3317,2,1242.08,104
5040,5038,0.26,1,0.42,0.43,31,23,2,3317,2,1467.28,167
5040,5041,0.5,2,0.79,0.92,31,23,2,3317,2,2375.51,198
5041,5040,0.5,1,0.79,0.82,31,23,2,3317,2,1610.05,181
5041,5042,0.12,2,0.2,0.27,31,23,2,3317,2,2944.15,235
5041,8906,0.47,2,0.94,0.95,31,43,1,1310,2,539.09,35
5042,5041,0.12,1,0.2,0.22,31,23,2,3317,2,2096.54,215
5042,5043,0.1,2,0.15,0.2,31,23,2,3317,2,2932.34,262
5043,5042,0.1,1,0.15,0.18,31,23,2,3317,2,2419.68,244
5043,5044,0.15,2,0.23,0.31,31,23,2,3317,2,2932.34,262
5044,5035,0.47,2,0.94,0.94,31,71,1,3196,0,983.6,251
5044,5043,0.15,1,0.23,0.24,31,23,2,3317,2,1393.85,139
5044,5046,0.11,2,0.17,0.21,31,23,2,3317,2,2646.13,180
5045,5035,0.48,2,0.45,0.45,31,12,3,13672,0,4026.64,722.05
5045,5046,0.36,2,0.86,1.1,31,72,1,1677,0,1470.66,223.65
5046,5044,0.11,1,0.17,0.19,31,23,2,3317,2,2091.24,308
5046,5048,0.12,2,0.2,0.43,31,23,2,3317,2,4116.79,403.65
5047,5054,0.38,1,0.35,0.36,31,12,3,13672,0,6045.24,823.05
5048,5046,0.12,1,0.2,0.22,31,23,2,3317,2,2091.24,308
5048,5047,0.39,1,0.94,1.14,31,72,1,1677,0,1372.29,92
5048,5050,0.14,2,0.23,0.29,31,23,2,3317,2,2744.5,311.65
5049,5039,0.5,1,0.79,0.8,31,23,2,3317,2,1108.7,79
5049,5053,0.32,2,0.5,0.51,31,23,2,3317,2,1332.32,102
5050,5048,0.14,1,0.23,0.26,31,23,2,3317,2,2091.24,308
5050,5051,0.25,2,0.39,0.65,31,23,2,3317,2,3523.79,490.65
5051,5050,0.25,1,0.39,0.42,31,23,2,3317,2,1835.29,250
5051,5052,0.06,2,0.1,0.17,31,23,2,3317,2,3523.79,490.65
5051,5054,0.55,1,1.1,1.2,31,71,1,3196,0,2115.18,249.65
5052,5051,0.06,1,0.1,0.2,31,23,2,3317,2,3950.47,499.65
5052,5056,0.63,2,1,1.16,31,23,2,3317,2,2321.42,373.65
5052,5058,0.32,2,0.51,0.52,31,23,2,3317,2,1380.35,125
5053,5049,0.32,1,0.5,0.5,31,23,2,3317,2,899.49,74
5053,5060,0.46,2,0.9,0.9,31,42,1,1715,2,450.17,20
5053,5065,0.75,2,1.18,1.22,31,23,2,3317,2,1492.14,118
5054,5075,1.25,1,1.16,1.26,31,12,3,13672,0,8160.42,1072.7
5055,5043,0.63,2,1.26,1.27,31,71,1,3196,0,1025.83,105
5055,5045,0.43,2,0.4,0.41,31,12,3,13672,0,5497.31,945.7
5056,5052,0.63,1,1,1.48,31,23,2,3317,2,3193.6,384.65
5056,5059,0.22,2,0.34,0.46,31,23,2,3317,2,2937.17,406.65
5057,5027,1.94,1,3.06,3.07,31,31,1,3662,2,894.32,94
5057,5069,0.79,2,1.25,1.52,31,23,1,1652,2,1260.81,80
5058,5052,0.32,1,0.51,0.51,31,23,2,3317,2,934.84,123
5058,5067,0.95,2,1.5,1.5,31,23,2,3317,2,110.61,7
5059,5056,0.22,1,0.34,0.78,31,23,2,3317,2,4238.16,422.65
5059,5062,0.3,2,0.47,0.64,31,23,2,3317,2,2937.17,406.65
5060,5053,0.46,1,0.9,0.9,31,42,1,1715,2,334.69,19
5060,5061,0.27,2,0.52,0.52,31,42,1,1715,2,525.96,33
5061,5060,0.27,1,0.52,0.52,31,42,1,1715,2,443.76,28
5061,5064,0.5,2,0.97,0.98,31,42,1,1715,2,636.3,22
5062,5059,0.3,1,0.47,1.08,31,23,2,3317,2,4238.16,422.65
5062,5063,0.4,2,0.63,0.87,31,23,2,3317,2,3002.51,344.65
5063,5062,0.4,1,0.63,1.14,31,23,2,3317,2,3702.76,362.65
5063,5066,0.65,2,1.03,1.31,31,23,2,3317,2,2715.75,297.65
5064,5061,0.5,1,0.97,0.97,31,42,1,1715,2,409.79,15
5064,8849,0.6,2,1.16,1.16,31,42,1,1715,2,524.21,18
5065,5053,0.75,1,1.18,1.2,31,23,2,3317,2,1174.79,91
5065,5072,0.49,2,0.77,0.8,31,23,2,3317,2,1533.59,125
5066,5063,0.65,1,1.03,1.63,31,23,2,3317,2,3376.76,309.65
5066,5069,0.37,2,0.59,0.64,31,23,2,3317,2,1913.22,213.65
5067,5058,0.95,1,1.5,1.5,31,23,2,3317,2,191.29,10
5067,5076,0.44,2,0.7,0.7,31,23,2,3317,2,223.32,15
5068,5071,0.69,2,1.33,1.33,31,42,1,1715,2,482.67,16
5068,8849,0.43,1,0.83,0.83,31,42,1,1715,2,334.78,10
5069,5057,0.79,1,1.25,1.33,31,23,1,1652,2,894.32,94
5069,5066,0.37,1,0.59,0.73,31,23,2,3317,2,2596.35,228.65
5069,5070,0.23,2,0.37,0.38,31,23,1,1652,2,771.35,46
5069,5073,0.64,2,1.07,1.2,31,32,1,2097,2,1496.37,154.65
5070,5069,0.23,1,0.37,0.39,31,23,1,1652,2,875.51,63
5070,5090,1.72,2,2.87,2.89,31,32,1,2097,2,771.35,46
5071,5068,0.69,1,1.33,1.33,31,42,1,1715,2,347.59,10
5071,5076,0.32,2,0.63,0.63,31,42,1,1715,2,482.67,16
5072,5065,0.49,1,0.77,0.79,31,23,2,3317,2,1320.37,101
5072,5079,0.55,2,0.87,0.92,31,23,2,3317,2,1692.17,123
5073,5069,0.64,1,1.07,1.29,31,32,1,2097,2,1708.85,166.65
5073,5077,0.34,2,0.57,0.61,31,32,1,2097,2,1264.2,140.65
5074,5055,1.22,2,1.12,1.16,31,12,3,13672,0,6523.14,1050.7
5075,5102,2.62,1,2.42,2.79,32,12,3,11621,0,8160.42,1072.7
5076,5067,0.44,1,0.7,0.7,31,23,2,3317,2,475.79,18
5076,5071,0.32,1,0.63,0.63,31,42,1,1715,2,347.59,10
5076,5078,0.11,2,0.22,0.22,31,42,1,1715,2,268.79,11
5077,5073,0.34,1,0.57,0.66,31,32,1,2097,2,1599.11,152.65
5077,5080,0.94,2,1.57,1.67,31,32,1,2097,2,1264.2,140.65
5078,5076,0.11,1,0.22,0.22,31,42,1,1715,2,386.17,8
5078,5085,1.43,2,2.77,2.77,31,42,1,1715,2,268.79,11
5079,5072,0.55,1,0.87,0.89,31,23,2,3317,2,1289.67,99
5079,5083,0.4,2,0.63,0.66,31,23,2,3317,2,1692.17,123
5080,5077,0.94,1,1.57,1.82,31,32,1,2097,2,1599.11,152.65
5080,5082,0.47,2,0.79,0.81,31,32,1,2097,2,970.6,112.65
5081,5124,4.01,2,5.23,5.23,52,31,1,2056,2,235.16,47.59
5082,5036,2.87,1,4.41,4.42,52,43,1,751,2,206.16,25.65
5082,5080,0.47,1,0.79,0.8,31,32,1,2097,2,842.55,122.65
5082,5087,1.38,2,1.8,1.83,52,31,1,2056,2,922.66,104
5083,5079,0.4,1,0.63,0.64,31,23,2,3317,2,1289.67,99
5083,5084,0.28,2,0.43,0.45,31,23,2,3317,2,1697.49,126
5084,5083,0.28,1,0.43,0.44,31,23,2,3317,2,1314.68,103
5084,5092,0.54,2,0.85,0.91,31,23,2,3317,2,1842.24,133
5085,5078,1.43,1,2.77,2.77,31,42,1,1715,2,386.17,8
5085,5088,0.33,2,0.64,0.64,31,42,1,1715,2,268.79,11
5086,5087,0.29,1,0.38,0.38,52,31,1,2056,2,546.86,97
5086,5091,1.58,2,2.07,2.08,52,31,1,2056,2,639.1,77
5087,5082,1.38,1,1.8,1.82,52,31,1,2056,2,792.07,113
5087,5086,0.29,2,0.38,0.38,52,31,1,2056,2,816.2,87
5087,5112,2.41,2,3.71,3.73,52,43,1,751,2,260.18,31
5088,5085,0.33,1,0.64,0.64,31,42,1,1715,2,386.17,8
5088,5089,0.38,2,0.74,0.74,31,42,1,1715,2,254.55,8
5089,5088,0.38,1,0.74,0.74,31,42,1,1715,2,380.88,8
5089,5090,0.56,2,1.09,1.09,31,42,1,1715,2,521.47,30
5090,5070,1.72,1,2.87,2.91,31,32,1,2097,2,875.51,63
5090,5089,0.56,1,1.09,1.1,31,42,1,1715,2,706.23,30
5090,5097,0.53,2,0.89,0.93,31,32,1,2097,2,1155.02,70
5091,5086,1.58,1,2.07,2.07,52,31,1,2056,2,487.85,82
5091,5095,0.93,2,1.21,1.21,52,31,1,2056,2,306.92,46
5092,5084,0.54,1,0.85,0.87,31,23,2,3317,2,1392.02,108
5092,5093,0.32,2,0.51,0.55,31,23,2,3317,2,1842.24,133
5093,5092,0.32,1,0.51,0.52,31,23,2,3317,2,1392.02,108
5093,5098,0.45,1,0.88,0.88,31,42,2,3504,2,1119.33,101
5093,5103,0.76,2,1.2,1.42,31,23,2,3317,2,2418.92,162
5094,5096,1.11,1,2.14,2.14,31,42,2,3504,2,869.17,97
5094,5098,0.59,2,1.15,1.18,31,42,2,3504,2,1852.63,95
5095,5091,0.93,1,1.21,1.21,52,31,1,2056,2,297.25,48
5095,5100,0.58,2,0.75,0.75,52,31,1,2056,2,306.92,46
5096,5094,1.11,2,2.14,2.19,31,42,2,3504,2,1852.63,95
5097,5090,0.53,1,0.89,0.98,31,32,1,2097,2,1443.94,87
5097,5099,0.18,2,0.31,0.33,31,32,1,2097,2,1304.97,89
5098,5093,0.45,2,0.88,0.9,31,42,2,3504,2,1812.23,104
5098,5094,0.59,1,1.15,1.15,31,42,2,3504,2,869.17,97
5099,5097,0.18,1,0.31,0.36,31,32,1,2097,2,1636.98,109
5099,5104,0.68,2,1.13,1.21,31,32,1,2097,2,1304.97,89
5100,5095,0.58,1,0.75,0.75,52,31,1,2056,2,297.25,48
5100,5105,1.78,2,2.32,2.32,52,31,1,2056,2,311.5,45
5101,5074,2.63,2,2.43,2.6,32,12,3,11621,0,6523.14,1050.7
5102,5107,0.6,1,0.56,0.64,32,12,3,11621,0,8160.42,1072.7
5103,5093,0.76,1,1.2,1.22,31,23,2,3317,2,1271.78,135
5103,5109,0.65,2,1.02,1.21,31,23,2,3317,2,2418.92,162
5104,5099,0.68,1,1.13,1.33,31,32,1,2097,2,1636.98,109
5104,5108,0.48,2,0.79,0.85,31,32,1,2097,2,1331.65,99
5105,5100,1.78,1,2.32,2.32,52,31,1,2056,2,290.37,47
5105,5124,2.76,2,3.6,3.6,52,31,1,2056,2,358.16,56
5106,5101,0.6,2,0.56,0.6,32,12,3,11621,0,6523.14,1050.7
5107,5116,0.56,1,0.52,0.6,32,12,3,11621,0,8160.42,1072.7
5108,5104,0.48,1,0.79,1.03,31,32,1,2097,2,1883.29,121
5108,5110,0.14,2,0.24,0.27,31,32,1,2097,2,1543.83,111
5109,5103,0.65,1,1.02,1.04,31,23,2,3317,2,1271.78,135
5109,5111,0.34,2,0.54,0.94,31,23,2,3317,2,3621.22,280
5110,5108,0.14,1,0.24,0.38,31,32,1,2097,2,2196.23,138
5110,5114,0.91,2,1.77,1.77,31,42,1,1715,2,20.41,0
5110,5119,0.76,2,1.27,1.27,31,32,3,6299,2,1565.87,111
5111,5109,0.34,1,0.54,0.68,31,23,2,3317,2,2664.39,246
5111,5115,0.43,2,0.68,0.73,31,23,2,3317,2,1851.31,230
5111,5136,0.93,2,1.42,1.73,32,23,2,3317,2,2561.47,146
5112,5087,2.41,1,3.71,3.79,52,43,1,751,2,398.92,30
5112,5143,1.56,2,3.13,3.14,33,43,1,1217,2,349.21,31
5113,5106,0.51,2,0.47,0.5,32,12,3,11621,0,6523.14,1050.7
5114,5110,0.91,1,1.77,1.77,31,42,1,1715,2,62.18,1
5114,5129,1.12,2,2.17,2.17,33,42,1,1521,2,142.56,9
5115,5111,0.43,1,0.68,0.81,31,23,2,3317,2,2439.87,209
5115,5117,0.33,2,0.52,0.56,31,23,2,3317,2,1851.31,230
5116,5128,0.4,1,0.37,0.39,31,12,3,13672,0,7362.31,923.7
5116,5130,0.47,1,0.94,0.94,31,71,1,3196,0,798.11,149
5117,5115,0.33,1,0.52,0.62,31,23,2,3317,2,2439.87,209
5117,5118,0.25,2,0.4,0.44,31,23,2,3317,2,2007.08,230
5118,5117,0.25,1,0.4,0.49,31,23,2,3317,2,2600.99,209
5118,5122,0.5,2,0.8,0.99,31,23,2,3317,2,2620.81,256
5119,5110,0.76,1,1.27,1.28,31,32,3,6299,2,2176.5,137
5119,5132,0.2,2,0.33,0.33,31,32,3,6299,2,1620.94,109
5120,5113,0.41,2,0.83,0.84,31,71,1,3196,0,1246.26,159
5121,5123,0.05,1,0.13,0.13,31,72,1,1677,0,819.94,106
5121,5126,0.08,1,0.19,0.2,31,72,1,1677,0,861.66,146
5122,5118,0.5,1,0.8,0.99,31,23,2,3317,2,2606.64,233
5122,5120,0.06,2,0.12,0.12,31,71,1,3196,0,1246.26,159
5122,5123,0.01,2,0.02,0.02,31,23,2,3317,2,2198.76,181
5123,5122,0.01,1,0.02,0.03,31,23,2,3317,2,3430.85,317
5123,5126,0.06,2,0.09,0.1,31,23,2,3317,2,2198.76,181
5124,5081,4.01,1,5.23,5.23,52,31,1,2056,2,226.46,44.59
5124,5105,2.76,1,3.6,3.6,52,31,1,2056,2,360.66,63
5124,5141,1.56,2,2.03,2.03,52,31,1,2056,2,190.8,34.65
5124,5169,1.95,2,2.54,2.54,52,31,1,2056,2,299,91.24
5125,5128,0.22,1,0.53,2.66,31,72,1,1677,0,2861.32,254
5126,5123,0.06,1,0.09,0.11,31,23,2,3317,2,2610.91,211
5126,5131,0.15,2,0.24,0.34,31,23,2,3317,2,3060.42,327
5127,5113,0.46,2,0.42,0.43,31,12,3,13672,0,5276.87,891.7
5127,5121,0.25,2,0.59,0.87,31,72,1,1677,0,1681.6,252
5128,5159,1.35,1,1.25,1.49,31,12,3,13672,0,10223.63,1177.7
5129,5114,1.12,1,2.17,2.17,33,42,1,1521,2,127.56,10
5129,5142,1.78,2,3.45,3.45,33,42,1,1521,2,73.06,3
5130,5134,0.04,1,0.08,0.08,31,71,1,3196,0,798.11,149
5131,5125,0.13,1,0.31,0.34,31,72,1,1677,0,1111.94,112
5131,5126,0.15,1,0.24,0.3,31,23,2,3317,2,2610.91,211
5131,5133,0.08,2,0.13,0.14,31,23,2,3317,2,1948.48,215
5132,5119,0.2,1,0.33,0.33,31,32,3,6299,2,2316.25,139
5132,5139,0.55,2,0.92,0.96,31,32,3,6299,2,3452.33,201
5133,5125,0.09,1,0.22,0.34,31,72,1,1677,0,1749.39,142
5133,5131,0.08,1,0.13,0.16,31,23,2,3317,2,2610.91,211
5133,5134,0.02,2,0.03,0.03,31,23,2,3317,2,1948.48,215
5134,5133,0.02,1,0.03,0.07,31,23,2,3317,2,4360.3,353
5134,5135,0.43,2,0.67,0.79,31,23,2,3317,2,2414.52,304
5135,5134,0.43,1,0.67,1.39,31,23,2,3317,2,4028.23,293
5135,5137,0.35,2,0.55,0.62,31,23,2,3317,2,2197.44,274
5136,5111,0.93,1,1.42,1.43,32,23,2,3317,2,1016.08,133
5136,5144,0.59,2,0.91,1.04,32,23,2,3317,2,2242.76,155
5137,5135,0.35,1,0.55,1.01,31,23,2,3317,2,3732.97,265
5137,5139,0.41,2,0.65,0.7,31,23,2,3317,2,1887.68,241
5138,5140,0.74,1,1.42,1.42,33,42,1,1521,2,413.04,32
5138,5143,0.55,2,1.07,1.07,33,42,1,1521,2,460.91,28
5139,5132,0.55,1,0.92,0.94,31,32,3,6299,2,2970.91,233
5139,5137,0.41,1,0.65,0.99,31,23,2,3317,2,3278.71,225
5139,5145,0.29,2,0.49,0.49,31,32,3,6299,2,2059.05,104
5139,5146,0.68,2,1.08,1.08,31,23,2,3317,2,697.93,72
5140,5138,0.74,2,1.42,1.42,33,42,1,1521,2,460.91,28
5140,5142,0.17,1,0.32,0.32,33,42,1,1521,2,336.7,28
5141,5124,1.56,1,2.03,2.03,52,31,1,2056,2,132.15,26.65
5141,5161,1.76,2,2.3,2.3,52,31,1,2056,2,135.5,28.65
5142,5129,1.78,1,3.45,3.45,33,42,1,1521,2,89.27,3
5142,5140,0.17,2,0.32,0.32,33,42,1,1521,2,558.18,28
5142,5174,1.67,2,3.23,3.23,33,42,1,1521,2,247.43,25
5143,5112,1.56,1,3.13,3.16,33,43,1,1217,2,510.32,28
5143,5138,0.55,1,1.07,1.07,33,42,1,1521,2,413.04,32
5143,5153,1.03,2,1.59,1.59,52,43,1,751,2,145.53,8
5143,5162,0.75,2,1.5,1.5,33,43,1,1217,2,113.63,15
5144,5136,0.59,1,0.91,0.94,32,23,2,3317,2,1442.6,146
5144,5167,0.87,2,1.34,1.62,32,23,2,3317,2,2519.62,149
5145,5139,0.29,1,0.49,0.49,31,32,3,6299,2,2122.54,109
5145,5154,0.42,2,0.7,0.7,31,32,3,6299,2,2063.76,101
5146,5139,0.68,1,1.08,1.12,31,23,2,3317,2,1544.04,83
5146,5148,0.37,2,0.58,0.59,31,23,2,3317,2,1036.7,86
5147,5149,0.21,2,0.4,0.4,31,42,1,1715,2,553.34,103
5147,5157,0.32,2,0.6,0.6,31,41,1,1800,2,578.65,104
5148,5146,0.37,1,0.58,0.63,31,23,2,3317,2,1918.95,95
5148,5156,0.64,2,1.01,1.01,31,23,2,3317,2,709.88,57
5149,5147,0.21,1,0.4,0.4,31,42,1,1715,2,578.65,104
5149,5152,0.3,2,0.59,0.59,31,42,1,1715,2,708.37,84
5150,5152,0.09,1,0.17,0.17,31,42,1,1715,2,896.22,85
5150,5155,0.28,2,0.55,0.56,31,42,1,1715,2,760.24,88
5151,5202,2.45,2,2.94,2.97,31,17,2,7631,2,2475.84,397
5151,11862,3.11,1,3.73,3.86,31,17,2,7631,2,3487.53,400
5152,5149,0.3,1,0.59,0.59,31,42,1,1715,2,590.61,83
5152,5150,0.09,2,0.17,0.17,31,42,1,1715,2,760.24,88
5152,5164,0.39,2,0.78,0.78,31,43,1,1310,2,460.83,13
5153,5143,1.03,1,1.59,1.59,52,43,1,751,2,116.23,11
5153,5168,1.23,2,1.89,1.89,52,43,1,751,2,145.53,8
5154,5145,0.42,1,0.7,0.7,31,32,3,6299,2,2187.19,108
5154,5172,0.55,2,0.92,0.93,31,32,3,6299,2,2664.02,115
5155,5150,0.28,1,0.55,0.56,31,42,1,1715,2,896.22,85
5155,5173,0.62,2,1.2,1.32,31,42,1,1715,2,1326.2,99
5156,5148,0.64,1,1.01,1.06,31,23,2,3317,2,1645.66,64
5156,5171,0.55,2,0.91,0.92,31,32,1,2097,2,709.88,57
5157,5147,0.32,1,0.6,0.6,31,41,1,1800,2,553.34,103
5157,5170,0.46,2,0.87,0.88,31,41,1,1800,2,878.25,175
5158,5127,1.35,2,1.24,1.3,31,12,3,13672,0,6958.47,1143.7
5159,5224,1.73,1,1.6,2.13,32,12,3,11621,0,10223.63,1177.7
5160,5163,0.21,1,0.33,0.33,31,23,2,3317,2,957.33,149
5160,5173,1.04,2,1.64,1.64,31,23,2,3317,2,398.87,141
5161,5141,1.76,1,2.3,2.3,52,31,1,2056,2,122.38,17.65
5161,5197,2.28,2,2.97,2.97,52,31,1,2056,2,150.09,35.65
5162,5143,0.75,1,1.5,1.5,33,43,1,1217,2,256.17,13
5162,5238,1.79,2,3.58,3.58,33,43,1,1217,2,113.63,15
5163,5160,0.21,2,0.33,0.33,31,23,2,3317,2,398.87,141
5163,5165,0.38,1,0.6,0.61,31,23,2,3317,2,1109.62,161
5163,5180,0.5,2,0.99,0.99,31,43,1,1310,2,48.75,13
5164,5152,0.39,1,0.78,0.78,31,43,1,1310,2,207.09,15
5164,5178,0.44,2,0.88,0.88,31,43,1,1310,2,460.83,13
5165,5163,0.38,2,0.6,0.6,31,23,2,3317,2,447.62,154
5165,5166,0.07,2,0.14,0.14,31,43,1,1310,2,381.4,110
5166,5165,0.07,1,0.14,0.15,31,43,1,1310,2,904.56,107
5166,5209,1.16,2,2.32,2.32,31,43,1,1310,2,381.4,110
5167,5144,0.87,1,1.34,1.37,32,23,2,3317,2,1361.67,136
5167,5185,0.56,2,0.86,0.99,32,23,2,3317,2,2310.33,132
5168,5153,1.23,1,1.89,1.89,52,43,1,751,2,116.23,11
5168,5184,1.07,2,1.64,1.64,52,43,1,751,2,212.34,18
5169,5124,1.95,1,2.54,2.54,52,31,1,2056,2,351.45,103.24
5169,5259,2.05,2,2.68,2.68,52,31,1,2056,2,361,125.24
5170,5157,0.46,1,0.87,0.88,31,41,1,1800,2,707.02,170
5170,5181,0.32,2,0.6,0.72,31,41,1,1800,2,1635.84,235
5171,5156,0.55,1,0.91,1.07,31,32,1,2097,2,1645.66,64
5171,5192,0.94,2,1.56,1.56,31,32,1,2097,2,392.49,26
5172,5154,0.55,1,0.92,0.93,31,32,3,6299,2,2438.56,119
5172,5176,0.14,2,0.24,0.25,31,32,3,6299,2,3126.43,118
5173,5155,0.62,1,1.2,1.22,31,42,1,1715,2,862.44,99
5173,5160,1.04,1,1.64,1.65,31,23,2,3317,2,957.33,149
5173,5179,0.2,2,0.31,0.33,31,23,2,3317,2,1891.02,204
5173,5182,0.3,2,0.57,0.57,31,41,1,1800,2,376.36,60
5174,5142,1.67,1,3.23,3.24,33,42,1,1521,2,485.12,25
5174,5192,0.7,2,1.36,1.36,33,42,1,1521,2,247.43,25
5175,5177,0.24,1,0.51,0.51,31,44,1,1294,2,447.31,22
5175,5205,2.07,2,4.44,4.44,31,44,1,1294,2,56.69,1
5176,5172,0.14,1,0.24,0.24,31,32,3,6299,2,2215.18,122
5176,5177,0.5,2,1.07,1.07,31,44,2,2662,2,276.68,0
5176,5183,0.19,2,0.32,0.33,31,32,3,6299,2,2849.75,118
5177,5175,0.24,2,0.51,0.51,31,44,1,1294,2,276.68,0
5177,5176,0.5,1,1.07,1.07,31,44,2,2662,2,447.31,22
5178,5164,0.44,1,0.88,0.88,31,43,1,1310,2,207.09,15
5178,5188,0.32,2,0.65,0.67,31,43,1,1310,2,700.85,28
5179,5173,0.2,1,0.31,0.33,31,23,2,3317,2,1726.82,222
5179,5187,0.25,2,0.39,0.42,31,23,2,3317,2,1891.02,204
5180,5163,0.5,1,0.99,0.99,31,43,1,1310,2,152.29,12
5180,5186,0.23,2,0.47,0.47,31,43,1,1310,2,40.93,10
5181,5170,0.32,1,0.6,0.64,31,41,1,1800,2,1276.97,228
