a,b,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,vol_total,trk_vol
6270,6204,0.17,1,0.49,0.49,21,47,2,1898,2,399.32,17
6270,6256,0.1,1,0.3,0.3,21,47,1,938,2,236.46,5
6270,6279,0.06,2,0.16,0.16,21,46,1,985,2,509.27,19
6271,6223,0.12,1,0.2,0.21,31,23,3,4975,2,2193.84,441
6271,6377,0.38,2,0.59,0.68,31,23,3,4975,2,3457.45,336
6272,6252,0.06,2,0.13,0.13,21,71,1,3196,0,19.35,0
6272,8756,0.04,2,0.09,0.1,21,64,3,4863,0,2634.44,439
6273,6243,0.18,1,0.41,0.67,42,45,1,1231,2,1502.67,63
6273,6289,0.13,2,0.29,0.41,42,45,1,1231,2,1344.26,79
6274,6255,0.05,1,0.11,0.11,21,38,1,1424,2,674.69,37
6274,6278,0.01,2,0.03,0.04,21,38,1,1424,2,1383.3,96
6274,6285,0.1,2,0.22,0.25,21,43,1,1310,2,1079.54,94
6275,6169,0.35,1,0.75,0.76,21,43,2,2638,2,1326.23,277
6275,6250,0.15,1,0.31,0.39,21,37,2,2886,2,2479.05,490
6275,6291,0.15,2,0.31,0.32,21,37,2,2886,2,1373.6,224
6276,6127,0.53,1,1.02,1.02,31,42,1,1715,2,234.71,34
6276,6374,0.33,2,0.63,0.65,31,42,1,1715,2,925.16,56
6277,6227,0.13,1,0.27,0.27,31,38,2,2803,2,752.67,36
6277,6297,0.06,2,0.13,0.13,31,38,2,2803,2,933.43,21
6278,6263,0.1,1,0.25,0.26,21,45,1,1231,2,670.91,70
6278,6274,0.01,1,0.03,0.06,21,38,1,1424,2,1699.85,125
6278,6293,0.05,2,0.12,0.12,21,38,1,1424,2,758.98,36
6279,6270,0.06,1,0.16,0.16,21,46,1,985,2,296.42,21
6279,6290,0.08,2,0.2,0.2,21,46,1,985,2,346.18,4
6280,6138,0.49,1,0.94,0.94,31,42,1,1715,2,128.08,3
6280,6361,0.3,2,0.57,0.58,31,42,1,1715,2,759.6,6
6281,6223,0.32,1,0.5,0.57,31,23,3,4975,2,3325.22,317
6281,6307,0.2,2,0.32,0.33,31,23,3,4975,2,2338.98,298
6282,6266,0.13,1,0.25,0.31,31,42,1,1715,2,1637.66,11
6282,6298,0.13,2,0.25,0.26,31,42,1,1715,2,1057.2,17
6283,6192,0.23,1,0.45,0.49,31,42,2,3504,2,2651.7,23
6283,6312,0.1,2,0.19,0.19,31,42,2,3504,2,1819.46,24
6284,6866,0.01,1,0.02,0.02,42,25,3,4526,2,2725.85,525
6284,6878,0.03,2,0.05,0.05,42,25,3,4526,2,1952.94,300
6284,7855,0.02,1,0.04,0.04,31,71,1,3196,0,619.41,49
6285,6274,0.1,1,0.22,0.24,21,43,1,1310,2,926.54,69
6285,6292,0.06,2,0.12,0.14,21,43,1,1310,2,1131.71,99
6286,6239,0.13,2,0.28,0.28,42,64,3,4863,0,1257.5,71
6287,6249,0.25,1,0.63,0.63,31,47,2,1898,2,495.12,12
6287,6308,0.2,2,0.5,0.5,31,47,2,1898,2,372.09,26
6288,6304,0.56,2,0.93,1.2,31,32,1,2097,2,1846.98,210
6288,6431,1.5,1,2.51,3.28,31,32,1,2097,2,1881.51,225
6289,6199,0.23,1,0.45,0.5,42,43,1,1310,2,1016.18,18
6289,6273,0.13,1,0.29,0.51,42,45,1,1231,2,1561.2,82
6289,6314,0.25,2,0.55,0.58,42,45,1,1231,2,803.11,62
6289,6401,0.34,2,0.75,0.75,42,45,1,1231,2,274.64,3
6290,6254,0.1,1,0.25,0.25,21,46,1,985,2,327.46,43
6290,6279,0.08,1,0.2,0.2,21,46,1,985,2,180.3,2
6290,6303,0.15,2,0.38,0.38,21,46,1,985,2,165.4,1
6290,6321,0.1,2,0.24,0.29,21,46,1,985,2,887.34,67
6291,6272,0.07,2,0.17,0.18,21,64,4,5946,0,2653.78,439
6291,6275,0.15,1,0.31,0.32,21,37,2,2886,2,1307.63,266
6291,6299,0.05,2,0.1,0.1,21,37,2,2886,2,1523.61,260
6292,6285,0.06,1,0.12,0.13,21,43,1,1310,2,995.98,75
6292,6306,0.12,2,0.26,0.3,21,43,1,1310,2,1094.57,99
6293,6278,0.05,1,0.12,0.14,21,38,1,1424,2,1119.04,94
6293,6318,0.07,2,0.17,0.18,21,38,1,1424,2,758.98,36
6294,6241,0.15,2,0.22,0.26,42,61,2,5444,0,3730.52,297
6295,6316,0.06,1,0.13,0.13,42,63,3,4829,0,661.86,64
6297,6258,0.3,1,0.58,0.6,31,42,2,3504,2,1949.2,21
6297,6277,0.06,1,0.13,0.13,31,38,2,2803,2,1073.2,42
6297,6319,0.18,2,0.44,0.44,31,47,1,938,2,413.84,17
6297,6397,0.3,2,0.59,0.59,31,37,2,2754,2,288.24,13
6298,6145,0.5,1,0.97,0.97,31,42,1,1715,2,451.72,1
6298,6282,0.13,1,0.25,0.29,31,42,1,1715,2,1510.17,3
6298,6311,0.13,2,0.24,0.27,31,42,1,1715,2,1391.54,5
6298,6487,0.5,2,0.96,1,31,42,1,1715,2,1040.34,19
6299,6291,0.05,1,0.1,0.1,21,37,2,2886,2,1336.58,250
6299,6320,0.06,1,0.15,0.17,21,64,3,4863,0,2949.91,462
6299,6331,0.25,2,0.41,0.43,42,24,2,2936,2,1473.46,257
6300,6231,0.43,2,0.47,0.5,31,91,2,6773,0,3112.9,17
6301,6330,0.12,1,0.22,0.28,31,62,2,3711,0,2845.9,192
6302,6286,0.06,2,0.14,0.14,42,64,3,4863,0,1233.38,59
6303,6290,0.15,1,0.38,0.38,21,46,1,985,2,170.26,3
6303,6326,0.15,2,0.38,0.38,21,46,1,985,2,84.36,0
6304,6217,0.56,2,0.94,1.21,31,32,1,2097,2,1846.98,210
6304,6288,0.56,1,0.93,1.34,31,32,1,2097,2,2058.42,197
6305,6352,0.17,1,0.24,0.25,41,98,1,3434,0,1588.98,0
6306,6256,0.15,1,0.38,0.39,21,46,2,1993,2,1028.16,42
6306,6292,0.12,1,0.26,0.29,21,43,1,1310,2,1002.59,70
6306,6323,0.05,2,0.14,0.14,21,47,2,1898,2,61.29,3
6306,6327,0.15,2,0.31,0.38,21,43,1,1310,2,1248.07,112
6307,6281,0.2,1,0.32,0.36,31,23,3,4975,2,3322.06,314
6307,6333,0.2,2,0.32,0.34,31,23,3,4975,2,2547.2,311
6308,6287,0.2,1,0.5,0.5,31,47,2,1898,2,679.27,23
6308,6318,0.05,2,0.12,0.12,31,47,2,1898,2,370.71,26
6309,6291,0.06,2,0.15,0.16,21,64,3,4863,0,2774.84,491
6310,6268,0.38,1,0.64,0.72,42,24,3,4442,2,2937.32,428
6310,6332,0.17,2,0.29,0.78,42,24,3,4442,2,6135.03,495
6311,6298,0.13,1,0.24,0.29,31,42,1,1715,2,1552.85,2
6311,6330,0.13,2,0.24,0.28,31,42,1,1715,2,1508.52,5
6312,6283,0.1,1,0.19,0.21,31,42,2,3504,2,2679.47,23
6312,6358,0.17,2,0.33,0.33,31,42,2,3504,2,1659.8,5
6313,6221,0.25,2,0.37,0.4,41,98,1,3434,0,1672.93,0
6314,6289,0.25,1,0.55,0.85,42,45,1,1231,2,1448.89,68
6314,6342,0.25,2,0.56,0.59,31,45,1,1231,2,803.11,62
6315,6267,0.15,1,0.26,0.3,31,24,3,4165,2,2859.42,423
6315,6393,0.23,2,0.41,0.69,31,24,3,4165,2,4418.35,437
6316,6350,0.13,1,0.25,0.25,42,63,3,4829,0,764.29,83
6317,6266,0.15,1,0.31,0.31,31,43,1,1310,2,534.15,24
6317,6366,0.18,2,0.36,0.37,31,43,1,1310,2,802.22,22
6318,6293,0.07,1,0.17,0.2,21,38,1,1424,2,1119.04,94
6318,6308,0.05,1,0.12,0.12,31,47,2,1898,2,732.76,23
6318,6336,0.18,2,0.52,0.52,21,47,2,1898,2,421.28,16
6318,6432,0.31,2,0.67,0.67,31,38,1,1363,2,320.02,36
6319,6297,0.18,1,0.44,0.58,31,47,1,938,2,956.27,34
6319,6329,0.07,2,0.18,0.18,31,47,1,938,2,274.54,14
6320,6345,0.1,1,0.23,0.25,21,64,3,4863,0,2876.61,505
6321,6290,0.1,1,0.24,0.24,21,46,1,985,2,337.47,40
6321,6334,0.05,2,0.13,0.19,21,46,1,985,2,1100.56,108
6322,6161,0.53,1,0.83,1.33,31,23,2,3317,2,3406.16,281
6322,6473,0.39,2,0.61,0.66,31,23,2,3317,2,1919.53,281
6323,6306,0.05,1,0.14,0.14,21,47,2,1898,2,1044.65,25
6323,6346,0.09,2,0.27,0.27,21,47,2,1898,2,58.09,3
6324,6185,0.41,1,0.79,0.79,31,42,1,1715,2,347.37,9
6324,6399,0.23,2,0.44,0.45,31,42,1,1715,2,782.62,14
6326,6303,0.15,1,0.38,0.38,21,46,1,985,2,86.86,0
6326,6340,0.15,2,0.38,0.38,21,46,1,985,2,73.49,0
6327,6306,0.15,1,0.31,0.33,21,43,1,1310,2,926.78,88
6327,6334,0.08,2,0.17,0.18,21,43,1,1310,2,970.83,88
6329,6319,0.07,1,0.18,0.2,31,47,1,938,2,758.15,30
6329,6344,0.16,2,0.41,0.41,31,47,1,938,2,274.54,14
6330,6294,0.1,2,0.15,0.18,42,61,2,5444,0,3892.92,306
6330,6311,0.13,1,0.24,0.29,31,42,1,1715,2,1550.12,2
6330,6368,0.15,2,0.29,0.3,42,33,2,3655,2,1987.27,193
6331,6299,0.25,1,0.41,0.45,42,24,2,2936,2,1726.76,295
6331,6343,0.16,2,0.27,0.29,42,24,2,2936,2,1548.85,259
6332,6310,0.17,1,0.29,0.34,42,24,3,4442,2,3207.13,486
6332,6349,0.21,2,0.35,1.17,42,24,3,4442,2,6726.7,547
6333,6102,1.07,1,1.68,1.7,31,23,2,3317,2,1036.18,92
6333,6307,0.2,1,0.32,0.37,31,23,3,4975,2,3428.01,327
6333,6365,0.29,2,0.46,0.52,42,23,3,5306,2,3603.11,365
6333,6370,0.14,2,0.22,0.29,31,23,2,3317,2,2847.05,107
6334,6321,0.05,1,0.13,0.15,21,46,1,985,2,823.54,81
6334,6327,0.08,1,0.17,0.21,21,43,1,1310,2,1226.32,89
6334,6341,0.08,2,0.16,0.16,21,43,1,1310,2,708.98,51
6334,6356,0.1,2,0.25,0.25,21,46,1,985,2,459.15,46
6335,6267,0.5,1,0.97,1,31,42,1,1715,2,945.85,2
6335,6396,0.45,2,0.87,0.87,31,42,1,1715,2,360.34,1
6336,6318,0.18,1,0.52,0.52,21,47,2,1898,2,270.44,23
6336,6346,0.1,2,0.28,0.28,21,47,2,1898,2,384.55,12
6337,6236,0.32,1,0.5,0.5,31,23,2,3317,2,747.66,118
6337,6514,0.45,2,0.7,0.85,31,23,2,3317,2,2556.95,148
6338,6264,0.56,1,0.88,1.27,31,23,2,3317,2,3121.5,85
6338,6362,0.22,2,0.35,0.36,31,23,2,3317,2,1239.05,81
6339,6215,0.34,1,0.67,0.68,31,42,1,1715,2,887.47,95
6339,6502,0.41,2,0.79,0.79,31,42,1,1715,2,492.18,21
6340,6309,0.1,2,0.23,0.27,21,64,3,4863,0,3209.35,539
6340,6326,0.15,1,0.38,0.38,21,46,1,985,2,199,0
6340,6345,0.05,2,0.12,0.12,21,46,1,985,2,16.71,0
6341,6334,0.08,1,0.16,0.18,21,43,1,1310,2,1103.29,71
6341,6347,0.08,2,0.16,0.16,21,43,1,1310,2,715.07,51
6342,6261,0.26,1,0.4,0.53,42,23,3,5306,2,4585.35,877
6342,6314,0.25,1,0.56,0.87,31,45,1,1231,2,1448.89,68
6342,6348,0.09,2,0.16,0.18,31,24,3,4165,2,2643.49,196
6342,6483,0.34,2,0.51,0.56,31,22,3,8912,2,5405.18,771
6343,6331,0.16,1,0.27,0.3,42,24,2,2936,2,1768.74,297
6343,6351,0.36,2,0.6,0.64,42,24,2,2936,2,1606.85,274
6344,6302,0.13,2,0.28,0.28,42,64,3,4863,0,1730.05,84
6344,6329,0.16,1,0.41,0.46,31,47,1,938,2,755.57,30
6344,6350,0.09,2,0.22,0.22,31,47,1,938,2,248.59,13
6345,6340,0.05,1,0.12,0.12,21,46,1,985,2,225.41,16
6345,6372,0.1,1,0.23,0.25,21,64,3,4863,0,2612.72,483
6345,6373,0.25,2,0.61,0.61,31,46,1,985,2,88.69,22
6346,6323,0.09,1,0.27,0.29,21,47,2,1898,2,1423.65,25
6346,6336,0.1,1,0.28,0.28,21,47,2,1898,2,282.63,21
6346,6357,0.04,2,0.1,0.1,21,45,2,2522,2,155.47,12
6346,6376,0.23,2,0.64,0.64,21,47,2,1898,2,187.62,4
6347,6341,0.08,1,0.16,0.18,21,43,1,1310,2,1101.91,71
6347,6363,0.15,2,0.32,0.33,21,43,1,1310,2,663.01,53
6348,6342,0.09,1,0.16,0.18,31,24,3,4165,2,2788.02,198
6348,6358,0.16,2,0.28,0.31,31,24,3,4165,2,2643.49,196
6349,6259,0.29,1,0.69,0.8,41,46,1,938,2,805.66,34
6349,6332,0.21,1,0.35,0.43,42,24,3,4442,2,3498.39,538
6349,6375,0.24,2,0.4,1.1,42,24,3,4442,2,6190.04,566
6350,6344,0.09,1,0.22,0.22,31,47,1,938,2,464.75,10
6350,6367,0.15,2,0.38,0.38,31,47,1,938,2,113.84,10
6350,6404,0.12,1,0.25,0.25,42,63,3,4829,0,786.89,83
6351,6343,0.36,1,0.6,0.67,42,24,2,2936,2,1879.51,312
6351,6417,0.15,2,0.31,0.31,31,43,2,2638,2,191.56,26
6351,6458,0.44,2,0.73,0.77,42,24,2,2936,2,1540.73,273
6352,6385,0.08,1,0.12,0.44,41,66,2,2319,0,3098.63,674
6353,6188,0.5,2,0.76,1.2,41,66,2,2319,0,2115.43,680
6353,6328,0.12,2,0.18,0.19,41,98,1,3434,0,1672.93,0
6354,6134,0.71,2,0.9,0.9,31,15,2,5342,0,1340.96,186
6355,6268,0.29,1,0.55,0.63,42,41,2,3521,2,2971.67,152
6355,6466,0.23,2,0.43,0.43,31,41,2,3689,2,1067.67,105
6356,6334,0.1,1,0.25,0.25,21,46,1,985,2,43.32,0
6356,6376,0.05,2,0.12,0.12,21,46,1,985,2,571.21,72
6357,6346,0.04,1,0.1,0.1,21,45,2,2522,2,1571.83,46
6357,6391,0.11,2,0.27,0.27,21,45,2,2522,2,155.47,12
6358,6312,0.17,1,0.33,0.36,31,42,2,3504,2,2616.53,3
6358,6348,0.16,1,0.28,0.32,31,24,3,4165,2,2788.02,198
6358,6390,0.18,2,0.31,0.4,31,24,2,2752,2,2261.97,189
6358,6565,0.52,2,1,1,31,42,2,3504,2,446.08,14
6359,6374,0.14,1,0.27,0.3,31,42,1,1715,2,1340.66,63
6359,6438,0.4,2,0.77,0.77,31,42,1,1715,2,487.55,58
6360,6495,0.28,1,0.36,0.44,31,15,2,5342,0,4170.68,334
6361,6280,0.3,1,0.57,0.57,31,42,1,1715,2,156.27,3
6361,6468,0.22,2,0.43,0.45,31,42,1,1715,2,1029.11,17
6362,6338,0.22,1,0.35,0.59,31,23,2,3317,2,3525.57,77
6362,6485,0.6,2,0.95,1.01,31,23,2,3317,2,1812.26,120
6363,6347,0.15,1,0.32,0.37,21,43,1,1310,2,1122.91,75
6363,6392,0.15,2,0.32,0.33,21,43,1,1310,2,645.34,94
6364,6225,0.71,2,0.78,0.83,31,97,3,10254,1,4844.03,0
6365,6333,0.29,1,0.46,0.9,42,23,3,5306,2,6210.81,405
6365,6451,0.39,2,0.62,0.71,42,23,3,5306,2,3603.11,365
6366,6317,0.18,1,0.36,0.36,31,43,1,1310,2,534.15,24
6366,6453,0.17,2,0.34,0.34,31,43,1,1310,2,602.33,15
6367,6350,0.15,1,0.38,0.38,31,47,1,938,2,352.6,7
6367,6387,0.1,2,0.26,0.26,31,47,1,938,2,66.96,5
6368,6330,0.15,1,0.29,0.36,42,33,2,3655,2,3075.9,304
6368,6444,0.15,2,0.28,0.29,42,33,2,3655,2,1886.93,173
6369,6300,0.29,2,0.32,0.34,31,91,2,6773,0,3112.9,17
6370,6333,0.14,1,0.22,0.23,31,23,2,3317,2,1589.91,123
6370,6474,0.22,2,0.35,0.46,31,23,2,3317,2,2847.05,107
6372,6403,0.05,1,0.12,0.13,21,64,3,4863,0,2612.72,483
6373,6345,0.25,1,0.61,0.61,31,46,1,985,2,33.51,16
6373,6436,0.33,2,0.78,0.78,31,46,1,985,2,33.84,12
6374,6276,0.33,1,0.63,0.63,31,42,1,1715,2,523.36,63
6374,6359,0.14,2,0.27,0.27,31,42,1,1715,2,487.55,58
6374,6396,0.08,1,0.15,0.15,31,42,1,1715,2,940.31,2
6374,6541,0.41,2,0.79,0.81,31,42,1,1715,2,947.02,74
6375,6349,0.24,1,0.4,0.48,42,24,3,4442,2,3375.61,505
6375,6353,0.05,2,0.08,0.17,41,66,3,3479,0,3788.37,680
6375,8725,0.02,2,0.03,0.04,42,23,3,5306,2,4908.38,340
6376,6346,0.23,1,0.64,0.64,21,47,2,1898,2,34.89,1
6376,6356,0.05,1,0.12,0.12,21,46,1,985,2,289.65,0
6376,6406,0.15,2,0.44,0.44,21,47,2,1898,2,149.43,6
6376,6424,0.1,1,0.25,0.27,21,46,1,985,0,679.36,84
6377,6271,0.38,1,0.59,0.61,31,23,3,4975,2,2151.22,432
6377,6409,0.07,2,0.11,0.12,31,23,3,4975,2,3244.45,320
6377,6428,0.32,1,0.63,0.63,31,71,1,3196,0,412.17,16
6378,6389,0.18,1,0.17,0.17,31,12,2,9157,0,527.81,5
6379,6415,0.26,1,0.41,0.55,31,23,3,4975,2,4308.22,487
6379,6561,0.46,2,0.86,0.87,31,41,2,3689,2,1475.67,67
6379,8866,0.49,2,0.77,0.99,31,23,3,4975,2,4124.6,401
6380,6221,0.46,2,0.51,0.77,41,92,2,6868,0,5905.01,184
6381,6449,0.51,2,0.48,0.48,31,11,4,18060,0,5385.05,839.7
6382,6554,0.41,1,0.45,0.46,41,92,2,6868,0,2220.42,219
6383,6344,0.12,2,0.25,0.26,31,64,3,4701,0,1994.91,103
6384,6540,0.58,1,1.39,1.54,31,72,2,3353,0,2333.71,1
6385,6418,0.21,2,0.33,0.92,31,23,3,4975,2,6983.54,824
6385,6554,0.41,1,0.88,0.88,41,71,1,3196,0,13.23,0
6385,8725,0.03,1,0.05,0.08,42,23,3,5306,2,5286.18,954
6386,6377,0.29,1,0.58,0.58,31,71,1,3196,0,107.62,0
6386,6378,0.12,1,0.11,0.11,31,12,3,13672,0,527.81,5
6387,6367,0.1,1,0.26,0.26,31,47,1,938,2,274.66,1
6387,6432,0.25,2,0.63,0.63,31,47,1,938,2,91.61,5
6388,6398,0.21,2,0.23,0.24,31,97,2,6868,1,2962.38,0
6388,6455,0.43,1,0.58,0.59,31,75,1,3196,0,1465.16,0
6389,6428,0.3,1,0.27,0.27,31,12,2,9157,0,527.81,5
6390,6358,0.18,1,0.31,0.36,31,24,2,2752,2,1923.98,160
6390,6419,0.19,2,0.34,0.41,31,24,2,2752,2,2117.65,193
6391,6357,0.11,1,0.27,0.28,21,45,2,2522,2,1571.83,46
6391,6439,0.14,1,0.26,0.26,21,62,2,3711,0,155.47,12
6392,6340,0.15,2,0.35,0.4,21,64,3,4863,0,3126.16,523
6392,6363,0.15,1,0.32,0.4,21,43,1,1310,2,1278.45,108
6392,6403,0.05,2,0.1,0.1,21,43,1,1310,2,833.63,147
6393,6315,0.23,1,0.41,0.47,31,24,3,4165,2,2859.42,423
6393,6408,0.03,2,0.06,0.1,31,25,3,4243,2,4485.03,460
6394,6244,0.54,2,1.07,1.13,31,71,1,3196,0,1910.6,244
6394,6260,0.49,2,0.45,0.95,31,11,2,9030,0,11209.06,2191.88
6395,6388,0.08,2,0.09,0.11,31,97,2,6868,1,4427.54,0
6396,6335,0.45,1,0.87,0.89,31,42,1,1715,2,940.31,2
6396,6374,0.08,2,0.15,0.15,31,42,1,1715,2,360.34,1
6397,6297,0.3,1,0.59,0.6,31,37,2,2754,2,1040.93,10
6397,6493,0.23,2,0.47,0.47,31,37,2,2754,2,389.77,17
6398,6580,0.72,2,0.79,0.83,31,97,2,6868,1,2962.38,0
6399,6324,0.23,1,0.44,0.44,31,42,1,1715,2,368.64,7
6399,6543,0.37,2,0.72,0.75,31,42,1,1715,2,1093.36,21
6400,6510,0.25,1,0.23,0.24,31,11,3,13606,0,7237.81,864.7
6401,6289,0.34,1,0.75,0.75,42,45,1,1231,2,294.97,3
6401,6480,0.17,2,0.38,0.38,42,45,1,1231,2,439.19,19
6402,6414,0.35,2,0.33,0.33,31,12,2,9157,0,2300.8,12
6403,6392,0.05,1,0.1,0.11,21,43,1,1310,2,960.87,50
6403,6421,0.05,1,0.12,0.13,21,64,3,4863,0,2555.3,578
6403,6448,0.25,2,0.5,0.5,42,43,1,1310,2,495.98,89
6404,6472,0.15,1,0.31,0.31,42,63,3,4829,0,786.89,83
6405,6244,0.45,2,0.89,0.89,31,71,2,6392,0,1963.06,324
6405,8735,0.31,2,0.29,0.35,31,11,2,9030,0,6899.07,867.59
6406,6376,0.15,1,0.44,0.44,21,47,2,1898,2,394.49,15
6406,6463,0.3,2,0.87,0.87,21,47,2,1898,2,90.04,26
6407,6410,0.25,1,0.5,0.5,31,71,1,3196,0,263.21,1
6407,6440,0.35,1,0.38,0.38,31,91,2,6773,0,626.2,5
6408,6393,0.03,1,0.06,0.07,31,25,3,4243,2,3059.3,447
6408,6425,0.04,2,0.07,0.12,31,25,3,4243,2,4484.81,460
6408,6435,0.06,1,0.12,0.12,31,71,1,3196,0,0.23,0
6409,6377,0.07,1,0.11,0.11,31,23,3,4975,2,2242.77,432
6409,6414,0.32,2,0.63,0.63,31,71,1,3196,0,812.26,0
6409,6512,0.28,2,0.44,0.51,31,23,3,4975,2,3517.52,320
6411,6425,0.07,1,0.15,0.15,31,71,1,3196,0,263.21,1
6412,6392,0.05,2,0.12,0.15,21,64,3,4863,0,3632.03,634
6413,6422,0.28,2,0.31,0.33,31,91,2,6773,0,3404.69,17
6414,6455,0.15,2,0.16,0.16,31,91,3,10205,0,3113.07,12
6415,6379,0.26,2,0.41,0.59,31,23,3,4975,2,4666.05,418
6415,6511,0.75,1,1.18,1.68,31,23,3,4975,2,4632.97,519
6416,6450,0.17,1,0.16,0.22,31,11,4,18060,0,16336.76,3131.88
6417,6351,0.15,1,0.31,0.31,31,43,2,2638,2,171.63,31
6417,6467,0.1,2,0.2,0.2,31,43,2,2638,2,191.56,26
6418,6385,0.21,1,0.33,0.44,31,23,3,4975,2,4275.93,764
6418,6452,0.16,2,0.25,0.49,31,23,3,4975,2,5823.48,750
6418,6560,0.37,2,0.75,1.15,42,43,1,1310,2,1528.26,139
6419,6390,0.19,1,0.34,0.44,31,24,2,2752,2,2273.1,170
6419,6453,0.14,2,0.25,0.31,31,24,2,2752,2,2165.47,216
6420,8740,0.29,1,0.32,0.32,31,91,2,6773,0,878.57,6
6421,6471,0.1,1,0.24,0.26,21,64,3,4863,0,2565.46,582
6422,6437,0.3,2,0.33,0.35,31,91,2,6773,0,3035.01,17
6422,6447,0.31,2,0.62,0.62,31,71,1,3196,0,369.68,0
6423,6114,1.01,1,1.31,1.31,52,31,1,2056,2,399.31,126.24
6423,6178,1.52,1,1.98,2.05,52,31,1,2056,2,1080.43,209
6423,6804,1.14,2,1.49,1.61,52,31,1,2056,2,1313.39,152.24
6423,6829,2.53,2,3.3,4.23,52,31,1,2056,2,1807.33,154
6424,6439,0.03,1,0.07,0.07,21,46,1,985,0,679.36,84
6425,6408,0.04,1,0.07,0.08,31,25,3,4243,2,3059.3,447
6425,6435,0.04,1,0.07,0.07,31,71,1,3196,0,27.88,0
6425,6456,0.05,2,0.1,0.17,31,25,3,4243,2,4538.29,460
6426,6394,0.19,2,0.17,0.25,31,11,3,13606,0,13119.66,2435.88
6426,6513,0.71,2,0.95,2.19,31,75,1,3196,0,4119.54,791
6427,6364,0.3,2,0.32,0.34,31,97,3,10254,1,4844.03,0
6428,6454,0.18,1,0.16,0.16,31,11,3,13606,0,939.98,21
6429,6391,0.09,2,0.16,0.16,31,62,2,3711,0,1571.83,46
6429,6445,0.08,1,0.14,0.14,21,66,1,1174,0,0,0
6430,6413,0.21,2,0.41,0.41,31,71,1,3196,0,715.36,5
6431,6288,1.5,2,2.51,2.96,31,32,1,2097,2,1645.05,235
6431,6508,0.48,1,0.8,2.76,31,32,1,2097,2,3161.68,277
6432,6318,0.31,1,0.67,0.86,31,38,1,1363,2,1192.98,84
6432,6387,0.25,1,0.63,0.64,31,47,1,938,2,403.82,7
6432,6476,0.1,2,0.19,0.19,31,34,1,1781,2,373.78,37
6432,6477,0.26,2,0.64,0.64,31,47,1,938,2,100.47,4
6434,6458,0.5,1,0.84,1.05,42,24,2,2936,2,2358.6,293
6434,6498,0.4,2,0.66,0.74,42,24,2,2936,2,1903.52,252
6435,6479,0.21,1,0.42,0.42,31,71,1,3196,0,28.11,0
6436,6373,0.33,1,0.78,0.78,31,46,1,985,2,94.86,10
6436,6467,0.18,2,0.43,0.43,31,46,1,985,2,37,12
6437,6369,0.3,2,0.32,0.34,31,91,2,6773,0,3035.01,17
6438,6359,0.4,1,0.77,0.85,31,42,1,1715,2,1340.66,63
6438,6465,0.14,2,0.27,0.27,31,42,1,1715,2,523.58,59
6439,6445,0.02,1,0.03,0.03,21,62,2,3711,0,834.83,96
6440,6479,0.23,1,0.25,0.25,31,91,2,6773,0,626.2,5
6441,6264,0.5,1,0.97,1.02,31,42,1,1715,2,1089.26,70
6441,6544,0.29,2,0.55,0.62,31,42,1,1715,2,1423.48,41
6442,6402,0.33,2,0.3,0.3,31,12,3,13672,0,2300.8,12
6442,6409,0.36,2,0.71,0.74,31,71,1,3196,0,1697.62,50
6443,6427,0.94,2,1.02,1.08,31,97,3,10254,1,4844.03,0
6444,6368,0.15,1,0.28,0.37,42,33,2,3655,2,3327.75,283
6444,6518,0.2,2,0.37,0.38,42,33,2,3655,2,1850.12,176
6445,6470,0.05,1,0.1,0.1,21,62,2,3711,0,673.34,77
6445,8751,0.31,1,0.67,0.67,21,71,1,3196,0,161.49,19
6446,6413,0.35,2,0.38,0.39,31,91,2,6773,0,2689.34,12
6447,6203,0.05,2,0.1,0.1,31,71,1,3196,0,77.89,0
6447,6458,0.02,2,0.03,0.03,42,25,2,2990,2,369.68,0
6447,8741,0.05,1,0.09,0.09,42,25,2,2990,0,10.83,0
6448,6403,0.25,1,0.5,0.51,42,43,1,1310,2,565.8,87
6448,6496,0.33,2,0.66,0.66,42,43,1,1310,2,274.06,55
6449,6004,0.55,2,0.51,0.51,31,11,4,18060,0,5385.05,839.7
6450,8751,0.36,1,0.78,0.84,21,71,1,3196,0,2027.49,467
6450,8822,0.48,1,0.44,0.54,31,11,4,18060,0,14309.27,2664.88
6451,6365,0.39,1,0.62,1.21,42,23,3,5306,2,6210.81,405
6451,6490,0.25,2,0.39,0.42,42,23,3,5306,2,3139.67,247
6451,6491,0.11,2,0.27,0.3,42,46,1,985,2,805.73,89
6452,6418,0.16,1,0.25,0.31,31,23,3,4975,2,4019.5,729
6452,6494,0.35,2,0.55,1.07,31,23,3,4975,2,5823.48,750
6453,6366,0.17,1,0.34,0.34,31,43,1,1310,2,389.35,18
6453,6419,0.14,1,0.25,0.41,31,24,2,2752,2,2857.5,191
6453,6469,0.13,2,0.22,0.25,31,24,2,2752,2,1874.7,158
6454,6474,0.32,1,0.64,0.64,31,71,2,6392,0,244.92,4
6454,8757,0.18,1,0.16,0.16,31,11,2,9030,0,695.06,17
6455,6589,0.5,2,0.54,0.57,31,91,3,10205,0,4578.22,12
6456,6425,0.05,1,0.1,0.11,31,25,3,4243,2,2877.46,446
6456,6433,0.12,2,0.23,0.23,31,71,1,3196,0,715.36,5
6456,6498,0.12,2,0.22,0.29,42,25,3,4526,2,3910.13,455
