a,b,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,vol_total,trk_vol
5617,5602,0.17,1,0.28,0.43,42,24,2,19314,2,18879.72,1451
5617,5627,0.12,2,0.21,0.31,42,24,2,19314,2,17426.61,1806
5618,5615,0.22,2,0.41,0.43,31,63,3,31772,0,14514.94,1716
5619,5586,0.12,1,0.22,0.25,41,24,2,19314,2,11496.7,552
5619,5654,0.13,2,0.24,0.28,41,24,2,19314,2,10448.7,530
5620,5606,0.19,2,0.34,0.34,31,62,3,36672,0,11013.32,37
5621,5548,0.32,1,0.53,0.61,42,24,3,29228,2,19144.53,2332
5621,5670,0.2,2,0.33,0.38,42,24,3,29228,2,19268.09,2543
5622,5634,0.16,1,0.29,0.3,31,63,3,31772,0,11575.16,325
5623,5614,0.06,1,0.13,0.13,31,45,1,8098,2,2582.8,164
5623,5658,0.14,2,0.31,0.31,31,45,1,8098,2,2851.15,130
5625,5603,0.1,1,0.17,0.2,42,24,3,29228,2,21045.49,2096
5625,5607,0.25,1,0.46,0.5,31,25,2,18441,2,9421.31,213
5625,5639,0.17,2,0.31,0.36,31,25,2,18441,2,6646.86,169
5625,5656,0.11,2,0.18,0.25,42,24,3,29228,2,26043.39,2456
5626,5549,0.89,1,1.14,1.32,42,17,3,63716,2,38473.06,3533
5626,5635,0.09,1,0.12,0.15,41,17,2,42675,0,29096.7,2730
5626,5721,0.66,1,1.42,1.59,41,71,1,21028,0,12678.37,991
5627,5617,0.12,1,0.21,0.26,42,24,2,19314,2,14819.72,950
5627,5652,0.25,2,0.42,0.5,42,24,2,19314,2,13737.63,1566
5627,5697,0.25,1,0.46,0.51,31,62,3,36672,0,20826.94,2647
5628,5634,0.05,1,0.1,0.1,31,71,1,21028,0,5247.9,100
5629,5590,0.18,2,0.16,0.44,41,11,3,76090,0,89779.05,14645
5630,8836,0.04,1,0.05,0.06,41,17,2,42675,0,29096.7,2730
5631,5579,0.49,1,0.77,0.99,31,23,3,32730,2,24061.13,1046
5631,5591,0.41,1,0.89,0.93,32,44,2,16677,2,9865.97,664
5631,5668,0.24,2,0.38,0.53,31,23,3,32730,2,26534.36,1833
5631,5676,0.43,2,0.68,0.83,31,23,3,32730,2,23272.19,1583
5632,5646,0.07,1,0.14,0.2,31,63,1,10487,0,8615.22,1227
5632,5664,0.19,1,0.36,0.36,31,63,2,21004,0,4986.56,499
5633,5618,0.15,2,0.28,0.32,31,63,2,21004,0,12727.03,1486
5634,5653,0.06,2,0.15,0.18,31,48,1,6170,2,5002.11,0
5634,5658,0.25,1,0.47,0.5,31,63,3,31772,0,13237.74,383
5634,5669,0.22,1,0.44,0.44,31,71,2,42057,0,61.54,0
5635,5630,0.03,1,0.04,0.05,42,17,2,42675,0,29096.7,2730
5636,5620,0.19,2,0.35,0.36,31,62,3,36672,0,12667.14,119
5637,5654,0.15,2,0.27,0.31,41,24,3,29228,2,17836.34,984
5637,8762,0.35,1,0.64,0.81,41,24,3,29228,2,20658.86,898
5639,5625,0.17,1,0.31,0.33,31,25,2,18441,2,9095.16,195
5639,5649,0.09,2,0.16,0.18,31,25,2,18441,2,6203.77,124
5640,5581,0.25,1,0.49,0.49,42,34,2,23339,2,4483.38,413
5640,5706,0.25,2,0.48,0.48,42,34,2,23339,2,3679.2,99
5641,5626,0.2,2,0.25,0.29,41,17,3,63716,0,39618.85,3818
5643,5577,0.82,1,1.37,1.74,31,32,1,13796,2,11006.8,600
5643,5951,1.66,2,2.76,2.79,31,32,1,13796,2,5273.12,412
5644,5669,0.23,1,0.25,0.25,31,91,2,44558,0,2454.73,10
5645,5610,0.15,2,0.14,0.18,31,12,4,119657,0,67684.1,6543.89
5646,5601,0.24,1,0.38,0.52,31,23,2,21820,2,18805.56,1326
5646,5694,0.17,2,0.27,0.46,31,23,2,21820,2,22963.34,2220
5647,5668,0.52,1,1.04,1.05,31,71,1,21028,0,6080.31,626
5647,5779,0.43,1,0.54,0.55,31,15,1,17572,0,4856.15,1073
5648,5666,0.28,2,0.54,0.55,31,42,1,11285,2,4548.59,332
5648,5733,0.3,2,0.58,0.58,31,42,2,23051,2,4274.92,322
5649,5585,0.25,1,0.48,0.49,31,42,2,23051,2,8460.52,367
5649,5639,0.09,1,0.16,0.17,31,25,2,18441,2,8519.71,148
5649,5672,0.25,2,0.63,0.69,31,47,1,6170,2,1603.73,2
5649,5675,0.1,2,0.2,0.2,31,42,2,23051,2,7184.12,95
5650,5616,0.17,2,0.18,0.18,31,91,2,44558,0,2476.7,26
5651,5616,0.16,2,0.31,0.31,31,71,1,21028,0,5718.66,255
5652,5627,0.25,1,0.42,0.46,42,24,2,19314,2,11082.87,1585
5652,5660,0.13,2,0.21,0.26,42,24,2,19314,2,14323.06,1601
5653,5634,0.06,1,0.15,0.15,31,48,1,6170,2,2061.07,0
5653,5659,0.04,2,0.1,0.12,31,48,1,6170,2,5002.11,0
5654,5619,0.13,1,0.24,0.25,41,24,2,19314,2,9061.48,455
5654,5637,0.15,1,0.27,0.34,41,24,3,29228,2,20658.86,898
5654,5662,0.12,2,0.23,0.27,41,24,3,29228,2,17509.39,602
5655,5576,0.34,1,0.68,0.72,31,43,2,17358,2,7497.3,73
5655,5677,0.08,2,0.17,0.18,31,43,2,17358,2,9463.98,151
5656,5625,0.11,1,0.18,0.22,42,24,3,29228,2,19215.41,2122
5656,5687,0.12,2,0.2,0.21,42,24,3,29228,2,16234.25,1476
5656,5719,0.3,1,0.6,0.68,31,71,1,21028,0,13490.66,2872
5658,5623,0.14,1,0.31,0.31,31,45,1,8098,2,2339.59,157
5658,5674,0.17,1,0.34,0.35,21,63,3,31772,0,12071.06,212
5658,5678,0.07,2,0.16,0.18,21,45,1,8098,2,5767.88,379
5659,5636,0.25,2,0.46,0.47,31,62,3,36672,0,12664.86,122
5659,5653,0.04,1,0.1,0.1,31,48,1,6170,2,2061.07,0
5659,5657,0.03,2,0.06,0.06,31,71,1,21028,0,5718.66,255
5659,5691,0.1,2,0.24,0.26,42,48,1,6170,2,3988.28,0
5660,5652,0.13,1,0.21,0.23,42,24,2,19314,2,11685.96,1633
5660,5691,0.25,2,0.42,0.5,42,24,2,19314,2,13697.26,1249
5661,8881,0.24,2,0.22,0.25,41,11,4,100998,0,33110.85,3344
5662,5654,0.12,1,0.23,0.24,41,24,3,29228,2,12668.39,428
5662,5667,0.06,2,0.11,0.14,41,24,3,29228,2,19294.97,701
5663,5687,0.31,1,0.74,0.75,31,72,1,11031,0,3836.08,1132
5663,5719,0.3,1,0.28,0.65,41,11,3,76090,0,81822.34,13057
5664,5699,0.11,1,0.21,0.21,31,63,2,21004,0,6248.87,583
5665,5659,0.06,2,0.12,0.13,42,63,3,31772,0,13615.87,377
5666,5648,0.28,1,0.54,0.55,31,42,1,11285,2,4964.8,342
5666,5737,0.29,2,0.57,0.58,31,42,1,11285,2,4548.59,332
5667,5662,0.06,1,0.11,0.12,41,24,3,29228,2,13352.75,536
5667,5708,0.21,2,0.38,0.49,41,24,3,29228,2,19283.79,693
5668,5631,0.24,1,0.38,0.61,31,23,3,32730,2,29356.76,1964
5668,5734,0.32,2,0.5,0.59,31,23,3,32730,2,21914.79,1484
5668,5771,0.37,1,0.75,0.76,31,71,1,21028,0,4619.57,349
5669,5680,0.08,1,0.09,0.09,21,91,2,59411,0,2516.27,10
5670,5621,0.2,1,0.33,0.39,42,24,3,29228,2,20008.64,2497
5670,5745,0.25,2,0.42,0.48,42,24,3,29228,2,19268.09,2543
5671,5794,0.42,2,0.9,1.02,21,43,1,8618,2,6272.54,2682
5672,5649,0.25,1,0.63,0.66,31,47,1,6170,2,3245.28,73
5672,5700,0.25,2,0.63,0.68,31,47,1,6170,2,1969.73,17
5673,5629,0.2,2,0.19,0.41,41,11,3,76090,0,80023.11,13088
5673,5656,0.3,2,0.72,0.72,31,72,1,11031,0,567.23,475
5674,5689,0.11,1,0.23,0.24,21,63,3,31772,0,12273.73,245
5675,5649,0.1,1,0.2,0.2,31,42,2,23051,2,8985.26,288
5675,5716,0.15,2,0.29,0.3,31,42,2,23051,2,8130.96,158
5676,5631,0.43,1,0.68,0.81,31,23,3,32730,2,23349.66,1568
5676,5729,0.44,2,0.69,0.97,31,23,2,21820,2,19081.46,1400
5676,5932,0.69,2,1.43,1.47,42,44,2,16677,2,7185.68,357
5677,5655,0.08,1,0.17,0.19,31,43,2,17358,2,8477.02,92
5677,5700,0.08,2,0.15,0.16,31,43,2,17358,2,10438.82,164
5678,5658,0.07,1,0.16,0.16,21,45,1,8098,2,4089.65,235
5678,5688,0.03,2,0.08,0.09,21,45,1,8098,2,5767.88,379
5679,5650,0.26,2,0.29,0.29,31,91,2,44558,0,2476.7,26
5679,5665,0.18,2,0.37,0,31,71,1,21028,0,0,0
5680,5685,0.05,1,0.07,0.14,21,98,2,60248,0,2516.27,10
5682,5617,0.25,2,0.38,0.45,31,61,2,35817,0,24340.59,3265
5683,5599,0.12,2,0.11,0.13,41,11,3,76090,0,36886.36,5826
5683,8833,0.19,2,0.4,0.4,41,71,2,42057,0,10329.07,998
5684,5679,0.05,2,0.06,0.06,21,91,2,59411,0,2476.7,26
5686,5484,0.98,1,2.17,2.17,31,45,1,8098,2,1503.11,81
5686,6167,1.24,2,2.75,2.76,31,45,1,8098,2,1012.08,25
5687,5656,0.12,1,0.2,0.23,42,24,3,29228,2,19133.33,3277
5687,5696,0.03,2,0.04,0.05,42,24,3,29228,2,20070.33,2608
5688,5665,0.19,2,0.38,0.41,42,63,3,31772,0,13615.87,377
5688,5678,0.03,1,0.08,0.08,21,45,1,8098,2,4089.65,235
5688,5710,0.1,2,0.25,0.3,21,45,1,8098,2,6729.89,962
5689,5633,0.2,2,0.37,0.45,31,63,2,21004,0,14283.36,1598
5689,5699,0.07,1,0.14,0.15,21,63,2,21004,0,8119.98,305
5690,5684,0.05,2,0.07,0.2,21,98,2,60248,0,2476.7,26
5691,5659,0.1,1,0.24,0.31,42,48,1,6170,2,5814.88,0
5691,5660,0.25,1,0.42,0.46,42,24,2,19314,2,11210.4,1406
5691,5710,0.25,2,0.42,0.51,42,24,2,19314,2,14361.78,1249
5691,5730,0.15,2,0.37,0.41,31,48,1,6170,2,3800.84,0
5692,5698,0.05,1,0.07,0.2,21,98,2,60248,0,2516.27,10
5694,5646,0.17,1,0.27,0.33,31,23,2,21820,2,16204.14,1025
5694,5714,0.08,2,0.13,0.22,31,23,2,21820,2,22675.86,2394
5696,5629,0.29,2,0.57,0.59,31,71,1,21028,0,9755.95,1557
5696,5687,0.03,1,0.04,0.05,42,24,3,29228,2,19133.33,3277
5696,5747,0.19,2,0.3,0.35,42,23,3,34912,2,24041.51,5066
5697,5720,0.1,1,0.18,0.2,31,62,3,36672,0,21965.96,2789
5698,5702,0.09,1,0.1,0.1,21,91,2,59411,0,2516.27,10
5699,5703,0.11,1,0.22,0.23,21,63,2,21004,0,7236.76,275
5699,5707,0.06,1,0.15,0.15,21,64,2,21117,0,7132.09,613
5700,5672,0.25,1,0.63,0.66,31,47,1,6170,2,3338.82,50
5700,5677,0.08,1,0.15,0.17,31,43,2,17358,2,9487.32,97
5700,5724,0.25,2,0.63,0.69,31,47,1,6170,2,2276.13,16
5700,9009,0.15,2,0.31,0.33,31,43,2,17358,2,9188.84,131
5701,5695,0.05,2,0.07,0.14,21,98,2,60248,0,2476.7,26
5702,5740,0.26,1,0.29,0.29,21,91,2,59411,0,2516.27,10
5703,5714,0.1,1,0.21,0.23,21,63,2,21004,0,7607.18,187
5704,5701,0.09,2,0.09,0.09,21,91,2,59411,0,2476.7,26
5705,5689,0.07,2,0.14,0.15,21,63,2,21004,0,10129.61,1658
5706,5640,0.25,1,0.48,0.48,42,34,2,23339,2,3555.48,288
5706,5727,0.16,2,0.35,0.57,42,45,1,8098,2,7013.03,106
5706,5751,0.14,2,0.23,0.24,42,24,2,19314,2,3646.04,98
5707,5712,0.02,1,0.04,0.04,21,71,1,21028,0,57.61,0
5707,5728,0.05,1,0.12,0.12,21,64,2,21117,0,7074.48,613
5708,5667,0.21,1,0.38,0.41,41,24,3,29228,2,13400.88,521
5708,5795,0.25,2,0.45,0.56,41,24,3,29228,2,18198.26,632
5709,5711,1.54,2,2.37,3.32,32,23,2,21820,2,19199.51,2159
5709,5794,0.63,1,0.96,1.29,32,23,2,21820,2,18642.66,1836
5710,5688,0.1,1,0.25,0.28,21,45,1,8098,2,5797.85,518
5710,5691,0.25,1,0.42,0.49,42,24,2,19314,2,13816.13,1406
5710,5725,0.11,2,0.2,0.23,21,24,2,16440,2,10675.75,1285
5710,5752,0.13,2,0.29,0.36,21,38,1,9372,2,7490.42,322
5711,5709,1.54,1,2.37,3.18,32,23,2,21820,2,18642.66,1836
5711,5745,0.25,2,0.39,0.52,42,23,2,23275,2,19527.03,2157
5713,5688,0.28,2,0.56,0.59,21,63,3,31772,0,12869.68,677
5713,5705,0.03,2,0.05,0.05,21,63,2,21004,0,10129.61,1658
5714,5694,0.08,1,0.13,0.17,31,23,2,21820,2,17723.98,1195
5714,5723,0.05,1,0.1,0.14,21,63,4,38877,0,30125.35,2555
5715,5740,0.15,1,0.31,0.31,21,71,1,21028,0,57.61,0
5716,5675,0.15,1,0.29,0.29,31,42,2,23051,2,9524.17,396
5716,5736,0.05,2,0.1,0.1,31,42,2,23051,2,5441.62,50
5716,5765,0.38,1,0.75,1.02,31,71,1,21028,0,18250.85,409
5717,5470,1.18,1,2.28,3.31,31,42,1,11285,2,11951.99,499
5717,6092,0.88,2,1.71,2.25,31,42,1,11285,2,10878.24,422
5718,5673,0.22,2,0.21,0.45,41,11,3,76090,0,80590.34,13563
5718,5696,0.19,2,0.38,0.38,31,71,1,21028,0,4061.61,2491
5719,5765,0.39,1,0.36,0.69,41,11,4,100998,0,95313,15929
5720,5738,0.05,1,0.09,0.1,31,62,3,36672,0,22405.03,2955
5720,5760,0.38,2,0.84,0.84,31,45,1,8098,2,1015.9,0
5721,5871,0.31,1,0.28,0.33,41,11,5,126248,0,42833.69,4568
5722,5682,0.15,2,0.23,0.28,31,61,2,35817,0,25721.81,3415
5723,5739,0.07,1,0.16,0.22,11,63,4,40217,0,30125.35,2555
5724,5700,0.25,1,0.63,0.67,31,47,1,6170,2,3531.51,44
5724,5753,0.25,2,0.63,0.72,31,47,1,6170,2,3081.88,2
5725,5710,0.11,1,0.2,0.22,21,24,2,16440,2,10045.22,1041
5725,5764,0.18,2,0.33,0.38,21,24,2,16440,2,10675.75,1285
5727,5706,0.16,1,0.35,0.36,42,45,1,8098,2,3286.3,188
5727,5741,0.12,2,0.27,0.41,42,45,1,8098,2,6402.29,84
5728,5713,0.07,2,0.14,0.15,21,63,3,31772,0,15001.93,764
5728,5761,0.12,1,0.29,0.29,21,64,2,21117,0,1876.11,57
5729,5676,0.44,1,0.69,0.91,31,23,2,21820,2,18189.63,1395
5729,5767,0.31,2,0.49,0.69,31,23,2,21820,2,19081.46,1400
5730,5691,0.15,1,0.37,0.41,31,48,1,6170,2,3686.24,0
5730,5801,0.21,2,0.52,0.56,31,48,1,6170,2,2885.06,0
5731,5661,0.1,2,0.15,0.16,41,66,1,7722,0,4197.59,3093
5731,5845,0.34,1,0.31,0.39,41,11,2,50499,0,25585.59,268
5732,5728,0.03,2,0.07,0.07,21,71,1,21028,0,168.5,0
5733,5648,0.3,1,0.58,0.58,31,42,2,23051,2,4001.12,319
5733,5843,0.31,2,0.61,0.61,31,42,2,23051,2,4274.92,322
5734,5668,0.32,1,0.5,0.64,31,23,3,32730,2,23276.45,1338
5734,5756,0.13,2,0.21,0.25,31,23,3,32730,2,21914.79,1484
5734,5771,0.15,1,0.31,0.31,31,71,1,21028,0,125.49,15
5736,5716,0.05,1,0.1,0.15,31,42,2,23051,2,25085.68,697
5736,9003,0.1,2,0.2,0.21,31,42,2,23051,2,12164.16,349
5737,5666,0.29,1,0.57,0.59,31,42,1,11285,2,4964.8,342
5737,5748,0.05,2,0.15,0.19,11,46,1,6170,2,5409.26,393
5738,5770,0.1,1,0.19,0.22,31,62,3,36672,0,22405.03,2955
5739,5749,0.06,1,0.13,0.15,11,63,4,40217,0,24110.71,1466
5739,5762,0.12,1,0.27,0.27,11,63,2,21728,0,6014.64,1089
5740,5759,0.18,1,0.2,0.2,21,91,3,89518,0,2573.87,10
5741,5727,0.12,1,0.27,0.28,42,45,1,8098,2,2894.1,169
5741,5768,0.23,2,0.45,0.58,31,42,1,11285,2,7849.52,221
5742,5714,0.1,2,0.2,0.3,21,63,2,21004,0,17566.3,1169
5743,5728,0.11,2,0.22,0.22,21,63,3,31772,0,9635.05,208
5744,5704,0.26,2,0.29,0.29,21,91,2,59411,0,2476.7,26
5744,5735,0.13,2,0.28,0.28,21,71,1,21028,0,168.5,0
5745,5670,0.25,1,0.42,0.49,42,24,3,29228,2,20008.64,2497
5745,5711,0.25,1,0.39,0.51,42,23,2,23275,2,19079.05,1843
5745,5810,0.5,2,0.83,0.85,42,35,2,39091,2,17449.11,1462
5745,5914,0.44,2,0.73,0.79,42,24,3,29228,2,16416.49,1739
5746,5713,0.1,2,0.2,0.2,21,63,2,21004,0,7997.36,1571
5747,5696,0.19,1,0.3,0.4,42,23,3,34912,2,28798.86,4801
5747,5768,0.06,2,0.1,0.11,42,23,3,34912,2,23265.79,4920
5748,5737,0.05,1,0.15,0.19,11,46,1,6170,2,4897.88,340
5748,5757,0.05,2,0.14,0.25,11,46,1,6170,2,7692.93,505
5749,5757,0.05,1,0.12,0.14,11,63,4,40217,0,24033.21,1449
5750,5742,0.03,2,0.06,0.09,21,63,2,21004,0,17566.3,1169
5750,5743,0.08,2,0.16,0.16,21,63,3,31772,0,10131.7,237
5751,5706,0.14,1,0.23,0.25,42,24,2,19314,2,6987.07,217
5751,5795,0.2,2,0.33,0.34,42,24,2,19314,2,4232.3,138
5752,5710,0.13,1,0.29,0.34,21,38,1,9372,2,6643.24,279
5752,5838,0.24,2,0.56,0.67,21,38,1,9372,2,6806.2,286
5753,5722,0.1,2,0.15,0.19,31,61,2,35817,0,26806.26,3479
5753,5724,0.25,1,0.63,0.66,31,47,1,6170,2,3253.83,13
5753,5770,0.13,2,0.32,0.36,31,47,1,6170,2,3778.02,191
5754,5905,0.34,1,0.32,0.36,31,11,5,148527,0,53158.9,5163.89
5755,5645,0.38,2,0.35,0.42,31,11,4,118822,0,56904.73,4857.89
5756,5734,0.13,1,0.21,0.27,31,23,3,32730,2,23401.94,1353
5756,5777,0.06,2,0.1,0.13,31,23,3,32730,2,26770.94,2557
5757,5748,0.05,1,0.14,0.19,11,46,1,6170,2,5400.02,441
5757,5772,0.04,2,0.09,0.09,11,43,1,8484,2,4996.84,210
5757,5776,0.06,1,0.13,0.15,11,63,4,40217,0,24853.68,1729
5758,5718,0.37,2,0.34,0.83,41,11,3,76090,0,84651.95,16054
5758,5736,0.31,2,0.61,0.7,31,71,1,21028,0,14131.62,671
5759,5789,0.1,1,0.11,0.11,11,91,2,59411,0,2573.87,10
5760,5720,0.38,1,0.84,0.84,31,45,1,8098,2,1454.97,166
5760,5780,0.13,2,0.28,0.29,31,45,1,8098,2,1666.6,12
5761,5784,0.06,1,0.14,0.14,21,64,2,21117,0,3772.4,426
5762,5750,0.11,2,0.21,0.28,21,63,4,38877,0,27697.99,1406
5762,5791,0.07,2,0.19,0.19,11,46,2,12486,2,6106.12,1093
5763,5744,0.16,2,0.18,0.18,21,91,3,89518,0,2645.2,26
5764,5725,0.18,1,0.33,0.36,21,24,2,16440,2,9280.13,1041
5764,5746,0.06,2,0.13,0.14,21,63,2,21004,0,10126.24,1918
5764,5784,0.07,2,0.13,0.15,21,24,2,16440,2,9951.59,639
5765,5783,0.13,1,0.12,0.24,31,11,4,118822,0,113563.84,16338
5766,5645,0.45,2,0.9,0.9,31,71,2,42057,0,10779.37,1686
5767,5729,0.31,1,0.49,0.65,31,23,2,21820,2,18189.63,1395
5767,5880,0.69,2,1.09,1.48,31,23,2,21820,2,18139.73,1106
5767,5972,0.46,2,0.72,0.74,31,23,2,21820,2,9069.78,519
5768,5741,0.23,1,0.45,0.46,31,42,1,11285,2,3932.56,309
5768,5747,0.06,1,0.1,0.13,42,23,3,34912,2,28226.45,4669
5768,5788,0.14,2,0.28,0.32,31,42,1,11285,2,7699.14,98
5768,5864,0.25,2,0.39,0.45,42,23,3,34912,2,23773.68,4638
5769,5762,0.03,2,0.07,0.08,11,64,4,39284,0,19266.99,337
5770,5753,0.13,1,0.32,0.33,31,47,1,6170,2,3002.2,28
5770,5787,0.13,2,0.32,0.33,31,47,1,6170,2,2304.09,191
5770,5824,0.15,1,0.27,0.3,31,62,3,36672,0,21833.58,2944
5771,5917,0.35,1,0.71,0.71,31,71,2,42057,0,4745.07,364
5772,5757,0.04,1,0.09,0.09,11,43,1,8484,2,3524.4,426
5772,5778,0.02,2,0.06,0.06,11,43,1,8484,2,5030.94,210
5773,5661,0.21,2,0.2,0.26,41,11,2,50499,0,28913.26,251
5773,5731,0.15,2,0.22,0.22,41,66,1,7722,0,34.2,5
5774,5777,0.55,1,1.31,1.37,31,72,1,11031,0,3623.53,107
5775,5769,0.03,2,0.08,0.09,11,64,4,39284,0,19409.43,342
5775,5778,0.07,2,0.2,0.2,11,72,1,9576,0,2647.98,318
5776,5781,0.03,1,0.06,0.06,11,63,3,32868,0,9823.52,559
5776,5793,0.06,1,0.12,0.13,11,63,3,32868,0,15030.16,1170
5777,5756,0.06,1,0.1,0.13,31,23,3,32730,2,23401.94,1353
5777,5816,0.15,2,0.24,0.32,31,23,3,32730,2,26770.94,2557
5778,5772,0.02,1,0.06,0.06,11,43,1,8484,2,3572.43,426
5778,5785,0.02,2,0.06,0.06,11,43,1,8484,2,5030.94,210
5779,5756,0.48,1,1.16,1.18,31,72,1,11031,0,4856.15,1073
5780,5760,0.13,1,0.28,0.28,31,45,1,8098,2,1982.67,173
5780,5801,0.13,2,0.28,0.29,31,45,1,8098,2,1648.72,11
5781,5790,0.02,1,0.05,0.05,11,63,3,32868,0,9828.21,559
5782,5763,0.08,2,0.09,0.09,11,91,3,89518,0,2641.35,26
5783,5827,0.32,1,0.3,0.58,31,11,4,118822,0,113563.84,16338
5784,5764,0.07,1,0.13,0.26,21,24,2,16440,2,19120.01,2372
5784,5839,0.2,2,0.37,0.51,21,24,2,16440,2,13230.52,899
5785,5775,0.06,2,0.14,0.15,11,64,4,39284,0,17708.84,342
5785,5778,0.02,1,0.06,0.06,11,43,1,8484,2,924.45,108
5786,5683,0.13,2,0.28,0.3,41,71,4,84114,0,47215.43,6824
5787,5770,0.13,1,0.32,0.32,31,47,1,6170,2,956.83,17
5787,5820,0.25,2,0.63,0.66,31,47,1,6170,2,2601.68,193
5788,5768,0.14,1,0.28,0.29,31,42,1,11285,2,5578.68,126
5788,5804,0.1,2,0.2,0.23,31,42,1,11285,2,7941.66,104
5789,5803,0.06,1,0.16,0.16,11,72,2,19151,0,367.39,0
5789,5821,0.11,1,0.13,0.13,11,91,2,59411,0,2206.48,10
5790,5807,0.05,1,0.11,0.11,11,63,4,40217,0,9840.29,559
5791,5762,0.07,1,0.19,0.2,11,46,2,12486,2,8522.48,1073
5791,5802,0.04,2,0.1,0.14,11,46,1,6170,2,6669.95,1240
5792,5609,0.65,1,1.15,1.16,31,24,2,18107,2,4090.9,331
5792,6049,0.57,2,1.01,1.01,31,24,2,18107,2,3409.67,266
5793,5805,0.05,1,0.1,0.11,11,63,3,32868,0,15730.79,1114
5794,5671,0.42,1,0.9,1.08,21,43,1,8618,2,6336.16,2675
5794,5709,0.63,2,0.96,1.35,32,23,2,21820,2,19199.51,2159
5794,5797,0.01,2,0.02,0.04,21,43,2,17358,2,21528.63,3243
5795,5708,0.25,1,0.45,0.48,41,24,3,29228,2,12376.63,457
5795,5751,0.2,1,0.33,0.36,42,24,2,19314,2,7788.21,258
5795,5899,0.28,2,0.51,0.57,41,24,3,29228,2,15979.2,680
5796,5599,0.27,2,0.57,0.9,41,71,1,21028,0,20332.17,288
5797,5794,0.01,1,0.02,0.04,21,43,2,17358,2,22149.1,3559
5797,5928,0.34,2,0.56,0.69,21,23,3,28366,2,21528.63,3243
5798,5874,0.2,2,0.4,0.43,31,43,2,17358,2,9993.84,164
5798,9009,0.16,1,0.31,0.34,31,43,2,17358,2,9092.1,95
5799,5775,0.08,2,0.2,0.2,11,64,3,32211,0,4348.57,318
5800,5862,0.4,1,0.86,0.95,41,71,2,42057,0,26071.82,2323
5800,8832,0.53,1,0.49,0.55,41,11,2,50499,0,14024.87,562
5801,5730,0.21,1,0.52,0.57,31,48,1,6170,2,3022.98,0
5801,5780,0.13,1,0.28,0.28,31,45,1,8098,2,1209.69,33
5801,5815,0.1,2,0.23,0.23,31,45,2,16594,2,3909.74,11
5801,5857,0.15,2,0.38,0.38,31,48,1,6170,2,2196.14,0
5802,5791,0.04,1,0.1,0.2,11,46,1,6170,2,8303.88,1109
5802,5811,0.03,2,0.07,0.07,11,42,1,10965,2,2873.8,366
5802,5813,0.06,1,0.15,0.19,11,46,1,6170,2,5889.24,1197
5803,5790,0.12,1,0.33,0.33,11,72,1,9576,0,12.07,0
5803,5805,0.08,1,0.17,0.17,11,71,1,21028,0,355.32,0
5804,5788,0.1,1,0.2,0.21,31,42,1,11285,2,5800.14,131
5804,5834,0.25,2,0.48,0.55,31,42,1,11285,2,5362.9,46
5804,5884,0.2,2,0.39,0.41,31,42,2,23051,2,10467.93,260
5804,9003,0.1,1,0.19,0.22,31,42,2,23051,2,17050.54,231
5805,5808,0.01,1,0.02,0.02,11,63,3,32868,0,16086.11,1114
5806,5763,0.17,2,0.46,0.46,11,72,1,9576,0,3.85,0
5806,5799,0.02,2,0.06,0.06,11,64,3,32211,0,5080.36,442
5807,5785,0.06,2,0.15,0.15,11,64,4,39284,0,13602.35,240
5807,5822,0.06,1,0.14,0.14,11,63,3,32868,0,10410.51,578
5808,5814,0.05,1,0.1,0.11,11,63,3,32868,0,15856.32,1137
5808,5817,0.05,2,0.13,0.13,11,46,2,12486,2,646.5,5
5809,5753,0.15,2,0.23,0.3,31,61,2,35817,0,27754.01,3653
5810,5745,0.5,1,0.83,0.85,42,35,2,39091,2,18746.48,1446
5810,5895,0.53,2,0.85,0.89,31,35,2,39091,2,19729.84,1617
5811,5802,0.03,1,0.07,0.07,11,42,1,10965,2,7365.02,803
5811,5806,0.02,2,0.05,0.05,11,64,3,32211,0,5084.22,442
5811,5823,0.05,2,0.15,0.15,11,46,1,6170,2,1341.61,133
5812,5798,0.12,2,0.3,0.32,31,67,1,7233,0,2846.16,9
5813,5802,0.06,2,0.15,0.15,11,46,1,6170,2,3031.95,629
5813,5826,0.04,1,0.1,0.1,11,64,1,10389,0,35.85,11
5813,5828,0.05,1,0.14,0.16,11,46,2,12486,2,9473.9,1457
5814,5819,0.04,1,0.1,0.1,11,63,3,32868,0,8297.75,1097
5814,5859,0.12,1,0.31,0.33,11,64,2,21316,0,7558.58,40
5815,5801,0.1,1,0.23,0.23,31,45,2,16594,2,3735.71,33
5815,5838,0.15,2,0.33,0.34,31,45,2,16594,2,5018.21,236
5816,5766,0.19,2,0.39,0.39,31,71,1,21028,0,3118.2,266
5816,5777,0.15,1,0.24,0.27,31,23,3,32730,2,19778.41,1246
5816,5892,0.25,2,0.39,0.47,31,23,3,32730,2,23652.73,2291
5817,5808,0.05,1,0.13,0.13,11,46,2,12486,2,416.71,28
5817,5833,0.05,2,0.14,0.14,11,46,1,6170,2,646.5,5
5818,5807,0.05,2,0.14,0.14,11,64,4,39284,0,14172.57,259
5819,5832,0.08,1,0.18,0.18,11,63,3,32868,0,8286.92,1100
5820,5787,0.25,1,0.63,0.63,31,47,1,6170,2,1325.62,17
