hbsprh
220.370440055
647.797372047
263.604047703
431.162509864
376.779804305
135.025787271
494.404221696
50.8899309845
0.000322363776567
631.096180515
214.760887458
167.607626303
330.132835363
954.256313774
626.010258995
365.683880867
2051.03109974
1113.93464364
742.380862798
1418.62966152
717.903600698
132.532018806
841.111256669
806.303021647
1026.76405051
