nhwpr
261.389940503
1041.13781133
339.655711204
602.493188833
1038.24410916
178.777651237
1002.57100362
72.6046456902
0.000667285120526
2058.0627147
503.866289418
317.094061417
1094.80731714
1816.35050506
1117.52250068
643.26424373
3188.4703512
1525.60023587
1063.59136728
1943.57255087
1044.84727555
197.362324448
1205.32654235
1202.70204252
1632.94307849
