hbsldcls
16.015348077
15.7612458504
15.9083594107
15.9049825319
15.9474452411
15.9447928179
15.8833795636
15.9220087549
15.8233186268
15.7703825661
15.7679752657
15.540747699
15.6255786018
15.5380120502
15.278356367
15.3048014503
15.4198396682
15.3206653322
15.8585841512
15.8895779431
15.9405640054
15.308578496
15.9768456827
15.9450040646
15.9021624184
