hbrprm
44.10755387
231.184552702
76.4442407218
83.9259090958
230.959561945
45.7204923785
139.490246601
6.83244529175
0.000262369162735
728.396085762
155.623512354
72.6533477015
382.780819312
548.203399605
393.581967265
222.819480948
730.387323865
334.033242208
245.848419758
411.628768545
219.365631952
40.0147301526
297.467808971
252.933395737
344.54003879
