schpr
104.208584774
387.77731686
137.17467898
254.872378723
388.570682892
69.8780947374
383.27238098
28.2115583494
0.00061546829133
815.983653709
219.532512473
152.662144028
441.307000734
880.743927443
479.593133805
272.477613724
1378.13437241
700.216480364
460.125439353
901.803059925
465.090714121
86.513406163
518.528515826
533.106094144
713.313228998
