zone,ltpkg,stpkg,hclpr,hcldcls,hcmpr,hcmdcls,hchpr,hchdcls,holpr,holdcls,hompr,homdcls,hohpr,hohdcls,hrlpr,hrldcls,hrmpr,hrmdcls,hrhpr,hrhdcls,hslpr,hsldcls,hsmpr,hsmdcls,hshpr,hshdcls,hwlpr,hwldcls,hwmpr,hwmdcls,hwhpr,hwhdcls,nhwpr,nhwdcls,nhnwpr,nhnwdcls,schpr,schdcls
1,12.29,6.145,0.0,9.72160272462226,0.0,9.72160272462226,0.0,9.72160272462226,0.0,9.979930591748381,0.0,9.979930591748381,0.0,9.979930591748381,0.0,7.112694992005639,0.0,7.112694992005639,0.0,7.112694992005639,0.0,8.798789337926141,0.0,8.798789337926141,0.0,8.798789337926141,0.0,9.96652632795155,0.0,10.3566994345746,0.0,11.3369621260649,0.0,9.37816750033265,0.0,9.03208694963288,0.0,7.63628761608724
2,12.29,6.145,37.428336548935704,9.50151370052703,11.265170857486801,9.50151370052703,6.50326192136133,9.50151370052703,507.76655949632004,9.93275869184085,159.31867101213,9.93275869184085,116.471595697003,9.93275869184085,125.77105487671801,7.06597779143859,42.5909742630791,7.06597779143859,32.9493989701923,7.06597779143859,249.539314894439,8.63732323080336,73.110306645771,8.63732323080336,48.889452602135805,8.63732323080336,234.427025329879,9.92036316928123,137.91909669588,10.2976224169902,128.58366111919,11.278160253644499,398.35530048386,9.31883744802328,680.204362948758,8.95573977710765,56.86739819551471,8.02297458459981
3,12.29,6.145,16.287127368766,9.42298066317201,6.654164957845159,9.42298066317201,7.15974571690909,9.42298066317201,275.757433088937,9.8699463130985,122.198930146057,9.8699463130985,127.74946945484699,9.8699463130985,68.3697141469077,6.9871865239656294,33.5636569417683,6.9871865239656294,36.504068849991604,6.9871865239656294,134.097786203488,8.55919424431852,53.849710080419705,8.55919424431852,52.6246969727258,8.55919424431852,66.56782071978029,9.87968136607259,87.82449557658458,10.275639969824999,137.111757459607,11.254942692168902,240.276585167989,9.21835533638417,450.769250959551,8.88283723260398,53.18668559115479,8.04863420033121
4,12.29,6.145,45.4114269387253,9.75814994116084,16.4176258815009,9.75814994116084,5.2656577497634505,9.75814994116084,541.1179897142849,9.97880309592809,194.819174597038,9.97880309592809,89.1412092145677,9.97880309592809,134.10908355343702,7.202720644146769,52.05188290172979,7.202720644146769,25.020529685880298,7.202720644146769,267.13241830305697,8.76019036153814,89.8610110505779,8.76019036153814,38.0885515996599,8.76019036153814,300.73166412320097,9.967499973159699,187.57668154243802,10.3356384721314,101.943608687959,11.3099991424504,458.096998726385,9.354462496254222,714.706006152155,9.04972337334851,58.8075353881292,7.90271515222646
5,12.29,6.145,87.27040691832069,9.660268882380059,48.9771048821374,9.660268882380059,13.8278072774062,9.660268882380059,695.428722361541,9.93612027974297,456.454547784096,9.93612027974297,193.64702887368,9.93612027974297,172.90711662563098,7.155324473202901,122.424346584124,7.155324473202901,54.84841609076489,7.155324473202901,342.964298927739,8.68274594979851,209.45374321317402,8.68274594979851,81.9318137459978,8.68274594979851,408.968902132324,9.90871467054391,508.12516069012497,10.2736609362748,232.971130931902,11.2489022009325,867.7552914223089,9.33123789746606,1139.21009610227,8.986172813259321,151.126285112326,8.046712375262151
6,12.29,6.145,0.146802328678409,9.592682828808499,0.0603596387062563,9.592682828808499,0.0654607496091336,9.592682828808499,2.4969554889868197,9.87948577977435,1.11253513988994,9.87948577977435,1.1677543036157,9.87948577977435,0.619128295657719,6.994933848977291,0.30572359323916903,6.994933848977291,0.33373502588554,6.994933848977291,1.2139303475838998,8.576404659536509,0.489921913969271,8.576404659536509,0.48090797751101205,8.576404659536509,0.5934752159696589,9.904944357804931,0.7974457505746609,10.317852891911802,1.25286903266701,11.298925443202,2.1802805196647297,9.224075764347699,4.09529567442669,8.90528196732204,0.48599259788141297,8.06121626615002
7,12.29,6.145,93.3235297730802,9.92904886819818,32.7129748321191,9.92904886819818,10.332930310155598,9.92904886819818,1130.31959427456,9.895399071121581,394.362592776227,9.895399071121581,177.149431316309,9.895399071121581,280.104868850303,7.16393185526183,105.33097694917801,7.16393185526183,49.6685108074734,7.16393185526183,558.1411253178151,8.48253852664084,182.01677133408901,8.48253852664084,75.8243724233582,8.48253852664084,631.585113589242,9.920729219173,376.41043991244794,10.310723570594199,202.21013028479302,11.2894730262569,940.028951073504,9.20742872634216,1475.9206418932501,8.91875037394541,117.28941799849301,8.06001903336231
8,12.29,6.145,3.4546979660267403,9.85474852385695,1.04323010767234,9.85474852385695,0.6069487336792271,9.85474852385695,46.94495371520921,9.95146869502313,14.794294900641502,9.95146869502313,10.8690241790571,9.95146869502313,11.6280555512605,7.12402303721385,3.9562419415295804,7.12402303721385,3.07533127181138,7.12402303721385,23.068131659552602,8.59678198349195,6.78589573091166,8.59678198349195,4.56090167904161,8.59678198349195,21.5633307734057,9.970610824182732,12.782258442430802,10.3667503877965,11.9938843451673,11.3503627771047,36.8652329401369,9.30194558436513,63.02268126411239,8.966365686397381,5.29318699292055,7.90173562351423
9,12.29,6.145,3.199103998014,9.69862778634705,1.31439322945502,9.69862778634705,1.42621460719868,9.69862778634705,54.4184708251521,9.846457627925071,24.239844533897198,9.846457627925071,25.446247503940395,9.846457627925071,13.492987964632599,6.978219016968921,6.660496600545031,6.978219016968921,7.27200176974465,6.978219016968921,26.456693952360602,8.43192290100829,10.6755348000822,8.43192290100829,10.4800691903263,8.43192290100829,12.933514895625,9.9092676322678,17.3748000425124,10.3252745374456,27.3024739511943,11.307822102042,47.511341030570605,9.16074879239326,89.24488193008509,8.8685756675396,10.582831945619699,8.14332421100042
10,12.29,6.145,438.439927007955,9.99614660132576,145.223115146917,9.99614660132576,20.310617748461798,9.99614660132576,1370.69079153584,9.86260123413161,1197.4890994022,9.86260123413161,308.909419562972,9.86260123413161,348.436831385478,7.0955557982495705,325.497924912177,7.0955557982495705,87.1019571600268,7.0955557982495705,664.962105742213,8.41643012952334,535.859714606642,8.41643012952334,130.216194418538,8.41643012952334,983.387881246738,9.88251443981733,1403.7069275983301,10.281788611907999,392.46795753898806,11.261518011640801,2056.70061557043,9.16362259341628,2360.98380937826,8.87397377301299,485.664303584321,8.23262847079784
11,12.29,6.145,56.536734907035,9.89590272302067,30.137143174107898,9.89590272302067,5.76631320800299,9.89590272302067,175.96421378821702,9.86915144642304,254.64089771784,9.86915144642304,98.8585889701967,9.86915144642304,45.1979708345399,7.03223729993562,70.38070851414099,7.03223729993562,28.4875321380505,7.03223729993562,84.57726975228721,8.43891590046134,111.080933771614,8.43891590046134,40.2753094140422,8.43891590046134,132.06823115064302,9.89860018781624,283.021355802981,10.3117347822356,109.514867082683,11.296942118554801,387.351096333799,9.19095744449282,425.92634209283,8.86206121262703,113.02377979341401,8.07899143828986
12,12.29,6.145,16.968423136320002,9.780433788199801,19.163816894573397,9.780433788199801,4.26430898208379,9.780433788199801,60.92621292930679,9.772997402892589,131.322930099148,9.772997402892589,76.84126669196749,9.772997402892589,16.1106050244747,6.913184014097269,36.6227644992436,6.913184014097269,22.373787088681997,6.913184014097269,28.3513637592661,8.26352508384785,56.231862227692396,8.26352508384785,30.7166552013407,8.26352508384785,46.3106449975425,9.85969384978103,146.819541047284,10.2855410106699,80.26904586366791,11.2669473763028,201.634009411161,9.043107835510039,212.329011023466,8.78385572919442,72.39455438632629,8.22438906074664
13,12.29,6.145,169.598154248622,10.2644360823955,44.9328341681699,10.2644360823955,5.43597311426203,10.2644360823955,489.579617179337,9.83360497341759,434.097369987024,9.83360497341759,79.3780195095799,9.83360497341759,124.061591134283,7.01770748385278,117.273918835761,7.01770748385278,22.140461268874898,7.01770748385278,238.71256826607498,8.403099445373151,195.780098033312,8.403099445373151,34.239299045964195,8.403099445373151,371.97434338424597,9.869149955779891,515.259578519561,10.2669932282579,107.495705621539,11.2521062607758,733.1729507832911,9.1154219804592,825.7194962592239,8.84232072371883,157.120079495883,8.260765104268181
14,12.29,6.145,112.629277174207,10.013278056922099,136.433153342784,10.013278056922099,31.7189271155448,10.013278056922099,490.575416485029,9.796456671230539,1125.75081395905,9.796456671230539,575.435360610265,9.796456671230539,128.292924429949,6.8979991314430205,314.473251779039,6.8979991314430205,166.787686380288,6.8979991314430205,230.80977197417198,8.37725158423201,486.259054072802,8.37725158423201,231.922987377501,8.37725158423201,281.312307654425,9.835130010113462,1131.86338339514,10.2638814411075,598.8341281746469,11.2491144682015,1501.29844052008,9.07162334661808,1748.6453160662697,8.7789072476735,520.537284074406,8.178791313577511
