hbsmdcls
15.9921743359
15.7398760295
15.8858035053
15.8820975417
15.9266642372
15.921152886
15.860580325
15.8989214542
15.7995578376
15.7465985676
15.7430107045
15.5146810703
15.5991702538
15.5101002489
15.2483266163
15.274651489
15.400193993
15.3011731121
15.8390374189
15.8699243505
15.9205673433
15.2871714285
15.9565176517
15.9239450639
15.8807318527
