"zone","ltpkg","stpkg","hclpr","hcldcls","hcmpr","hcmdcls","hchpr","hchdcls","holpr","holdcls","hompr","homdcls","hohpr","hohdcls","hrlpr","hrldcls","hrmpr","hrmdcls","hrhpr","hrhdcls","hslpr","hsldcls","hsmpr","hsmdcls","hshpr","hshdcls","hwlpr","hwldcls","hwmpr","hwmdcls","hwhpr","hwhdcls","nhwpr","nhwdcls","nhnwpr","nhnwdcls","schpr","schdcls"
1,12.29,6.145,0,9.72107175759403,0,9.72107175759403,0,9.72107175759403,0,9.9793147577654,0,9.9793147577654,0,9.9793147577654,0,7.11243341443636,0,7.11243341443636,0,7.11243341443636,0,8.79806298508666,0,8.79806298508666,0,8.79806298508666,0,9.96607794140486,0,10.3561947297038,0,11.3364656249285,0,9.3771257028821,0,9.03148463033647,0,7.63079211582429
2,12.29,6.145,37.4283365489357,9.50102853048304,11.2651708574868,9.50102853048304,6.50326192136133,9.50102853048304,507.76655949632,9.93210645257635,159.31867101213,9.93210645257635,116.471595697003,9.93210645257635,125.771054876718,7.06569275714657,42.5909742630791,7.06569275714657,32.9493989701923,7.06569275714657,249.539314894439,8.63652394471024,73.110306645771,8.63652394471024,48.8894526021358,8.63652394471024,234.427025329879,9.91998322767879,137.91909669588,10.2971778385689,128.58366111919,11.277724992563,398.35530048386,9.31781189312725,680.204362948758,8.95505890304997,56.8673981955147,8.01522702212529
3,12.29,6.145,16.287127368766,9.42238101135609,6.65416495784516,9.42238101135609,7.1597457169091,9.42238101135609,275.757433088937,9.86911933637916,122.198930146057,9.86911933637916,127.749469454847,9.86911933637916,68.3697141469077,6.9868134775702,33.5636569417683,6.9868134775702,36.5040688499916,6.9868134775702,134.097786203488,8.55812074283068,53.8497100804197,8.55812074283068,52.6246969727258,8.55812074283068,66.5678207197803,9.87925565173171,87.8244955765846,10.2751436557441,137.111757459607,11.2544563212757,240.276585167989,9.21707117355816,450.769250959551,8.881920670777,53.1866855911548,8.0369209310936
4,12.29,6.145,45.4114269387252,9.75765894983199,16.417625881501,9.75765894983199,5.26565774976345,9.75765894983199,541.117989714285,9.97826294598313,194.819174597037,9.97826294598313,89.1412092145676,9.97826294598313,134.109083553437,7.20250531559474,52.0518829017298,7.20250531559474,25.0205296858803,7.20250531559474,267.132418303057,8.75956829691292,89.8610110505779,8.75956829691292,38.0885515996599,8.75956829691292,300.731664123201,9.96708275681244,187.576681542438,10.3351686848892,101.943608687959,11.3095312874012,458.096998726385,9.35353480353105,714.706006152155,9.04920875116372,58.8075353881292,7.89840476112458
5,12.29,6.145,87.2704069183207,9.659794080742,48.9771048821374,9.659794080742,13.8278072774062,9.659794080742,695.428722361541,9.93556414365014,456.454547784095,9.93556414365014,193.64702887368,9.93556414365014,172.907116625631,7.1550988489208,122.424346584124,7.1550988489208,54.8484160907648,7.1550988489208,342.964298927739,8.68207690928616,209.453743213174,8.68207690928616,81.9318137459978,8.68207690928616,408.968902132324,9.9083307115914,508.125160690125,10.2732166733391,232.971130931902,11.2484646399822,867.755291422309,9.33032120017404,1139.21009610227,8.98562722638456,151.126285112326,8.04127870091767
6,12.29,6.145,0.146802328678409,9.59208838979308,0.0603596387062563,9.59208838979308,0.0654607496091336,9.59208838979308,2.49695548898682,9.87860767252897,1.11253513988994,9.87860767252897,1.1677543036157,9.87860767252897,0.619128295657719,6.994524158377,0.305723593239169,6.994524158377,0.33373502588554,6.994524158377,1.2139303475839,8.57531903798897,0.489921913969271,8.57531903798897,0.480907977511012,8.57531903798897,0.593475215969659,9.90445546438122,0.797445750574661,10.317352588025,1.25286903266701,11.2984361598079,2.18028051966473,9.22255398139742,4.09529567442669,8.90433142469063,0.485992597881413,8.04825573864342
7,12.29,6.145,93.3235297730802,9.92843773997072,32.7129748321191,9.92843773997072,10.3329303101556,9.92843773997072,1130.31959427456,9.89470508893469,394.362592776228,9.89470508893469,177.149431316309,9.89470508893469,280.104868850303,7.16367437266662,105.330976949178,7.16367437266662,49.6685108074734,7.16367437266662,558.141125317815,8.48156632345005,182.016771334089,8.48156632345005,75.8243724233582,8.48156632345005,631.585113589242,9.92025793889465,376.410439912448,10.3101946025667,202.210130284793,11.288953516263,940.028951073504,9.20613467762734,1475.92064189325,8.91804042137508,117.289417998493,8.05440077415728
8,12.29,6.145,3.45469796602674,9.85412475037591,1.04323010767234,9.85412475037591,0.606948733679227,9.85412475037591,46.9449537152092,9.95079243698434,14.7942949006415,9.95079243698434,10.8690241790571,9.95079243698434,11.6280555512605,7.12380560854704,3.95624194152958,7.12380560854704,3.07533127181138,7.12380560854704,23.0681316595526,8.59582609717335,6.78589573091166,8.59582609717335,4.56090167904161,8.59582609717335,21.5633307734057,9.97025177166442,12.7822584424308,10.3663173946413,11.9938843451673,11.3499427926157,36.8652329401369,9.30064894124905,63.0226812641124,8.96560786411349,5.29318699292055,7.89382435562999
9,12.29,6.145,3.199103998014,9.69789505463932,1.31439322945502,9.69789505463932,1.42621460719868,9.69789505463932,54.4184708251522,9.84549186082267,24.2398445338972,9.84549186082267,25.4462475039404,9.84549186082267,13.4929879646326,6.97782483829009,6.66049660054502,6.97782483829009,7.27200176974464,6.97782483829009,26.4566939523606,8.43068268238618,10.6755348000822,8.43068268238618,10.4800691903263,8.43068268238618,12.9335148956249,9.90867254302246,17.3748000425124,10.3246202941213,27.3024739511943,11.3071751051313,47.5113410305706,9.15900371720578,89.2448819300851,8.86752850254307,10.5828319456197,8.12845410887051
10,12.29,6.145,438.439927007955,9.99550122010653,145.223115146917,9.99550122010653,20.3106177484618,9.99550122010653,1370.69079153584,9.8617786494955,1197.48909940221,9.8617786494955,308.909419562973,9.8617786494955,348.436831385479,7.09521838837754,325.497924912177,7.09521838837754,87.1019571600269,7.09521838837754,664.962105742213,8.41538327946543,535.859714606642,8.41538327946543,130.216194418538,8.41538327946543,983.387881246738,9.88222152465806,1403.70692759833,10.2815403613195,392.467957538988,11.2612746575898,2056.70061557043,9.1619147105663,2360.98380937826,8.87301319945144,485.664303584321,8.22528472005171
