i,j,@am2,@art,@htkad,@htvol,@hvol,@lanem,@mb,@md1,@mtkad,@mtvol,@noht,@pm2,@rtpar,@rtpth,@speed,@svol,@tknet,@tkpth,@trkad,@trkvl,@zone,additional_volume,auto_time,auto_volume,aux_transit_volume,data1,data2,data3,length,num_lanes,type,vertices,volume_delay_func,@urbrur,@divhwy,@waterf,@noisef
1,11608,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,43.50354385,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11610,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,40.16017532,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11612,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,40.00321198,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11617,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,47.58750916,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11618,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,32.63449097,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11630,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,39.93451691,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11634,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,70.21578217,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,11742,0,0,0.0,0.0,0.0,0,99999,0,0.0,0.0,0,0,0,0,12,0.0,0,0.0,0.0,0.0,1,0,-1.0,0.0,56.56089401,0,0.0,99999,0.050000001,0.0,99,[],0,1,0,1.0,1.0
1,17192,0,0,0.0,0.116513684,200.3457794,0,99999,0,0.0,5.950462818,0,0,0,0,12,511.8954163,0,0.0,0.0,11.2010479,1,0,0.250197709,718.3080444,24.62676048,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
1,31251,0,0,0.0,0.0,127.2041626,0,99999,0,0.0,7.989533901,0,0,0,0,12,333.8396301,0,0.0,0.0,8.940444946,1,0,0.250114381,469.0333252,37.37954712,0,3.0,99999,0.050000001,9.0,99,[],14,1,0,1.0,1.0
