a,b,link_id,link_id2,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,location,screenline,zone,constructn,ccc,evac,corridor,c_segment,cosite,aadt,pswadt,auto,lt_trk,hy_trk,pddir_cnt,pdtrk_dir,dir_count,dltrk_dir,vol_total,trk_vol,vht,cht,vht1,cht1,trk_pct,spd_lnk,spd_lnk2,speed_org,speed_cng,uroadfactor,confactor,anode,bnode
16096,16100,1609616100,1609616100,.11,2,.2,.23,31,41,1,1800,2,4,99,0,0,0,1,0,0,HE_0006,12500,13500,783,41,22,846,63,6682,324,1511.6,96,5.04,2.82,5.76,6.86,6.35,6563,0,32,28.14,.85,.4521,16096,16100
16097,16068,1606816097,1606816097,.86,1,1.92,1.92,31,45,1,1231,2,4,99,0,0,1,0,0,0,X,0,0,0,0,0,0,0,0,0,14.47,12,.46,0,.46,39.39,82.93,0,0,27,27,.85,.4521,16068,16097
16097,16123,1609716123,1609716123,.89,2,1.97,1.97,31,45,1,1231,2,4,51,0,0,1,0,0,0,HE_0060,7500,8100,569,20,11,600,31,3942,147,21.56,16,.71,19.7,.71,40.42,74.22,0,0,27,27.02,.85,.4521,16097,16123
16098,16089,1609816089,1609816089,.39,2,.43,.43,31,92,2,6868,0,4,99,0,0,1,1,130,4130001,X,0,0,0,0,0,0,0,0,0,1189.97,8,8.53,0,8.54,49.31,.67,6539,0,55,54.33,.7,.4521,16089,16098
16099,16120,1609916120,1609916120,.82,1,.9,.9,31,92,2,6868,0,4,51,0,0,1,1,130,4130001,FD_970400,0,0,0,0,0,0,0,0,0,1038.77,8,15.58,0,15.6,103.14,.77,6542,0,55,54.88,.7,.4521,16099,16120
16100,16096,1609616100,1609616100,.11,1,.2,.21,31,41,1,1800,2,4,99,0,0,0,1,0,0,HE_0006,12500,13500,761,20,20,802,40,6818,352,1157.97,95,3.86,2.67,4.05,6.3,8.2,6563,0,32,30.65,.85,.4521,16096,16100
16100,16113,1610016113,1610016113,.47,2,.88,1.03,31,41,1,1800,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1591.9,96,23.35,0,27.45,31.04,6.03,6563,0,32,27.24,.85,.4521,16100,16113
16101,16025,1602516101,1602516101,.57,1,.91,.96,42,23,2,3538,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1850.44,150,28.07,0,29.66,56.69,8.11,0,0,38,35.87,.75,.4521,16025,16101
16101,16092,1609216101,1609216101,.38,1,.63,.72,42,24,2,2936,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2030.62,175,21.32,0,24.53,35.47,8.62,0,0,36,31.41,.75,.4521,16092,16101
16101,16103,1610116103,1610116103,.27,2,.42,.46,42,23,2,3538,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2167.52,146,15.17,0,16.67,27.2,6.74,0,0,38,34.88,.75,.4521,16101,16103
16101,16108,1610116108,1610116108,.26,2,.43,.54,42,24,2,2936,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2368.27,174,16.97,0,21.35,26.47,7.35,0,0,36,28.59,.75,.4521,16101,16108
16102,16067,1606716102,1606716102,1.2,1,2.67,2.68,31,45,1,1231,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,422.22,28,18.79,0,18.86,54.99,6.63,0,0,27,26.86,.85,.4521,16067,16102
16102,16107,1610216107,1610216107,.15,2,.33,.34,31,45,1,1231,2,4,51,0,0,0,0,0,0,HE_0069,3600,3900,356,7,2,365,9,1956,28,705.15,39,3.88,2.01,4,6.98,5.53,0,0,27,26.22,.85,.4521,16102,16107
16103,16101,1610116103,1610116103,.27,1,.42,.45,42,23,2,3538,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1996.46,157,13.98,0,15.01,26.59,7.86,0,0,38,35.68,.75,.4521,16101,16103
16103,16104,1610316104,1610316104,.06,2,.1,.11,42,23,2,3538,2,4,99,0,0,0,1,0,0,HE_0035,23500,25500,1546,46,49,1641,95,12942,615,2043.36,140,3.41,2.74,3.68,6.37,6.85,0,0,38,35.61,.75,.4521,16103,16104
16104,16103,1610316104,1610316104,.06,1,.1,.11,42,23,2,3538,2,4,99,0,0,0,1,0,0,HE_0035,23500,25500,1477,54,47,1579,101,12558,515,2011.43,147,3.35,2.63,3.61,6.34,7.31,0,0,38,35.75,.75,.4521,16103,16104
16104,16106,1610416106,1610416106,.19,2,.29,.32,42,23,2,3538,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2115.17,149,10.22,0,11.15,18.65,7.04,0,0,38,35.12,.75,.4521,16104,16106
16105,16079,1607916105,1607916105,.76,1,1.47,1.47,33,42,1,1521,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,461.32,14,11.3,0,11.33,37.36,3.03,0,0,31,30.93,.85,.4521,16079,16105
16105,16188,1610516188,1610516188,2.84,2,5.5,5.5,33,42,1,1521,2,4,99,0,0,0,1,0,0,HE_0070,3800,4100,302,9,8,318,17,2097,75,187.74,51,17.21,29.15,17.21,139.46,27.17,0,0,31,31.02,.85,.4521,16105,16188
16106,16104,1610416106,1610416106,.19,1,.29,.32,42,23,2,3538,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2185.63,157,10.56,0,11.64,18.83,7.18,0,0,38,34.77,.75,.4521,16104,16106
16106,16109,1610616109,1610616109,.34,2,.53,.59,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2102.74,144,18.57,0,20.64,32.55,6.85,0,0,38,34.28,.75,.4521,16106,16109
16107,16102,1610216107,1610216107,.15,1,.33,.33,31,45,1,1231,2,4,51,0,0,0,0,0,0,HE_0069,3600,3900,141,5,2,148,7,1944,33,471.23,38,2.59,.81,2.61,6.81,8.06,0,0,27,26.87,.85,.4521,16102,16107
16107,16110,1610716110,1610716110,.18,2,.41,.42,31,45,1,1231,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,705.15,39,4.82,0,4.97,8.67,5.53,0,0,27,26.13,.85,.4521,16107,16110
16108,16101,1610116108,1610116108,.26,1,.43,.54,42,24,2,2936,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2344.86,200,16.8,0,20.99,26.28,8.53,0,0,36,28.79,.75,.4521,16101,16108
16108,16116,1610816116,1610816116,.38,2,.68,.92,31,24,2,2752,2,4,99,0,0,0,1,0,0,HE_0009,21000,21000,1093,27,29,1149,56,10491,392,2416.56,181,27.39,13.02,36.9,42.02,7.49,0,0,34,25.08,.75,.4521,16108,16116
16109,16106,1610616109,1610616109,.34,1,.53,.59,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2093.14,153,18.49,0,20.51,32.5,7.31,0,0,38,34.33,.75,.4521,16106,16109
16109,16114,1610916114,1610916114,.47,2,.75,.83,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2102.74,144,26.28,0,29.2,46.06,6.85,0,0,38,34.11,.75,.4521,16109,16114
16110,16107,1610716110,1610716110,.18,1,.41,.41,31,45,1,1231,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,471.23,38,3.22,0,3.24,8.46,8.06,0,0,27,26.78,.85,.4521,16107,16110
16110,16117,1611016117,1611016117,.35,2,.77,.79,31,45,1,1231,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,642.86,35,8.25,0,8.43,16.13,5.44,0,0,27,26.37,.85,.4521,16110,16117
16111,16094,1609416111,1609416111,.6,1,.95,1.08,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3535.05,308,55.97,0,63.37,95.12,8.71,0,0,38,33.41,.75,.4521,16094,16111
16111,16115,1611116115,1611116115,.24,2,.37,.4,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3155.58,338,19.46,0,21.19,35.63,10.71,0,0,38,35.11,.75,.4521,16111,16115
16112,15165,1516516112,1516516112,.73,1,1.15,1.15,31,31,1,3662,2,4,51,0,0,1,1,7,4007001,FD_080031,0,0,0,0,0,0,0,0,0,702.42,98,13.46,0,13.47,70.23,13.95,0,0,38,38.04,.75,.4521,15165,16112
16112,16124,1611216124,1611216124,.39,2,.61,.61,31,31,1,3662,2,4,99,0,0,1,1,7,4007001,X,0,0,0,0,0,0,0,0,0,1246.8,98,12.68,0,12.76,37.47,7.86,0,0,38,37.81,.75,.4521,16112,16124
16113,16100,1610016113,1610016113,.47,1,.88,.91,31,41,1,1800,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1060.47,90,15.55,0,16.09,27.32,8.49,6563,0,32,30.95,.85,.4521,16100,16113
16113,16118,1611316118,1611316118,.29,2,.54,.63,31,41,1,1800,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1591.9,96,14.33,0,16.84,19.05,6.03,6563,0,32,27.44,.85,.4521,16113,16118
16114,16109,1610916114,1610916114,.47,1,.75,.83,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2093.14,153,26.16,0,29.02,45.99,7.31,0,0,38,34.16,.75,.4521,16109,16114
16114,16122,1611416122,1611416122,.32,2,.5,.54,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1962.7,133,16.36,0,17.78,30.05,6.78,0,0,38,35.21,.75,.4521,16114,16122
16115,16111,1611116115,1611116115,.24,1,.37,.42,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3535.05,308,21.8,0,24.68,37.05,8.71,0,0,38,33.76,.75,.4521,16111,16115
16115,16121,1611516121,1611516121,.18,2,.28,.3,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3144.03,341,14.67,0,15.96,26.93,10.85,0,0,38,35.15,.75,.4521,16115,16121
16116,16108,1610816116,1610816116,.38,1,.68,.88,31,24,2,2752,2,4,99,0,0,0,1,0,0,HE_0009,21000,21000,1307,31,32,1370,63,10509,520,2315.45,199,26.24,15.53,34.09,40.52,8.59,0,0,34,26.02,.75,.4521,16108,16116
16116,16126,1611616126,1611616126,.38,2,.68,.86,31,24,2,2752,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2240.75,170,25.4,0,32.16,39.51,7.59,0,0,34,26.7,.75,.4521,16116,16126
16117,16110,1611016117,1611016117,.35,1,.77,.77,31,45,1,1231,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,422.81,38,5.43,0,5.45,15.86,8.99,0,0,27,26.83,.85,.4521,16110,16117
16117,16125,1611716125,1611716125,.41,2,.91,.98,31,45,1,1231,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,871.18,43,13.21,0,14.17,20.02,4.94,0,0,27,25.26,.85,.4521,16117,16125
16118,16113,1611316118,1611316118,.29,1,.54,.56,31,41,1,1800,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1060.47,90,9.54,0,9.87,16.76,8.49,6563,0,32,31.18,.85,.4521,16113,16118
16118,16129,1611816129,1611816129,.38,2,.72,.72,31,41,2,3689,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1336.65,84,16.04,0,16.12,44.48,6.28,6593,0,32,31.68,.85,.4521,16118,16129
16119,16098,1611916098,1611916098,.82,2,.89,.89,31,92,2,6868,0,4,51,0,0,1,1,130,4130001,FD_970400,0,0,0,0,0,0,0,0,0,1189.97,8,17.65,0,17.68,102.07,.67,6539,0,55,54.99,.7,.4521,16098,16119
16120,16164,1612016164,1612016164,1.63,1,1.78,1.78,31,92,2,6868,0,4,99,0,0,1,1,130,4130001,X,0,0,0,0,0,0,0,0,0,1038.77,8,30.82,0,30.85,203.99,.77,6542,0,55,54.93,.7,.4521,16120,16164
16121,16115,1611516121,1611516121,.18,1,.28,.32,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3623.38,312,16.91,0,19.34,28.33,8.61,0,0,38,33.42,.75,.4521,16115,16121
16121,16128,1612116128,1612116128,.27,2,.42,.46,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3176.07,347,22.23,0,24.25,40.52,10.93,0,0,38,34.78,.75,.4521,16121,16128
16122,16114,1611416122,1611416122,.32,1,.5,.54,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1907.11,144,15.89,0,17.15,29.82,7.55,0,0,38,35.48,.75,.4521,16114,16122
16122,16125,1612216125,1612216125,.22,2,.35,.38,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2015.26,136,11.76,0,12.88,21.2,6.75,0,0,38,34.73,.75,.4521,16122,16125
16123,16097,1609716123,1609716123,.89,1,1.97,1.97,31,45,1,1231,2,4,51,0,0,1,0,0,0,HE_0060,7500,8100,482,20,5,506,25,4158,140,14.47,12,.48,16.61,.48,40.42,82.93,0,0,27,27.02,.85,.4521,16097,16123
16123,16147,1612316147,1612316147,.94,2,2.08,2.08,31,45,1,1231,2,4,99,0,0,1,0,0,0,X,0,0,0,0,0,0,0,0,0,346.41,34,12.01,0,12.03,42.75,9.81,0,0,27,26.99,.85,.4521,16123,16147
16124,16112,1611216124,1611216124,.39,1,.61,.61,31,31,1,3662,2,4,99,0,0,1,1,7,4007001,X,0,0,0,0,0,0,0,0,0,642.45,96,6.53,0,6.53,37.24,14.94,0,0,38,38.04,.75,.4521,16112,16124
16124,16135,1612416135,1612416135,.27,2,.42,.42,31,31,1,3662,2,4,99,0,0,1,1,7,4007001,X,0,0,0,0,0,0,0,0,0,1359.12,108,9.51,0,9.6,25.86,7.95,0,0,38,37.99,.75,.4521,16124,16135
16125,16117,1611716125,1611716125,.41,1,.91,.92,31,45,1,1231,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,598.76,44,9.08,0,9.23,18.97,7.35,0,0,27,26.65,.85,.4521,16117,16125
16125,16122,1612216125,1612216125,.22,1,.35,.37,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1765.34,134,10.3,0,10.92,20.51,7.59,0,0,38,35.9,.75,.4521,16122,16125
16125,16130,1613016125,1613016125,.21,1,.42,.43,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,644.13,34,4.51,0,4.58,9.32,5.28,0,0,30,29.76,.85,.4521,16125,16130
16125,16134,1612516134,1612516134,.27,2,.43,.49,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2264.12,146,16.23,0,18.56,27.19,6.45,0,0,38,32.9,.75,.4521,16125,16134
16126,16116,1611616126,1611616126,.38,1,.68,.8,31,24,2,2752,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1981.79,179,22.46,0,26.36,36.6,9.03,0,0,34,28.82,.75,.4521,16116,16126
16126,16131,1612616131,1612616131,.22,2,.45,.48,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,904.06,48,6.78,0,7.22,10.46,5.31,0,0,30,28.01,.85,.4521,16126,16131
16126,16139,1612616139,1612616139,.3,2,.53,.91,31,24,2,2752,2,4,99,0,0,0,1,0,0,HE_0067,23000,24500,1379,23,51,1454,74,12324,605,2974.86,217,26.28,12.84,45.17,41.78,7.29,0,0,34,19.79,.75,.4521,16126,16139
16127,16129,1612716129,1612716129,.71,2,1.43,1.44,31,43,1,1310,2,4,99,0,0,0,0,0,0,FD_082004,9300,10000,361,5,7,373,12,5078,99,440.69,34,10.5,8.89,10.54,31.33,7.72,0,0,30,29.82,.85,.4521,16127,16129
16127,16132,1613216127,1613216127,.39,1,.79,.82,31,43,1,1310,2,4,99,0,0,0,0,0,0,HE_0111,7800,7800,376,5,2,383,7,3868,87,798.22,33,10.51,5.04,10.93,17.93,4.13,0,0,30,28.72,.85,.4521,16127,16132
16128,16071,1612816071,1612816071,.14,2,.22,.24,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,FD_085104,40500,40500,1774,49,63,1886,112,20701,758,3233.99,350,11.86,6.92,13,21.34,10.82,0,0,38,34.39,.75,.4521,16071,16128
16128,16121,1612116128,1612116128,.27,1,.42,.48,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3623.78,321,25.37,0,29.02,42.5,8.86,0,0,38,33.16,.75,.4521,16121,16128
16128,16132,1612816132,1612816132,.56,2,1.05,1.05,31,41,2,3689,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,146.15,11,2.56,0,2.56,64.55,7.53,0,0,32,31.99,.85,.4521,16128,16132
16129,16118,1611816129,1611816129,.38,1,.72,.72,31,41,2,3689,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,856.78,73,10.28,0,10.29,44.3,8.52,6593,0,32,31.82,.85,.4521,16118,16129
16129,16127,1612716129,1612716129,.71,1,1.43,1.47,31,43,1,1310,2,4,99,0,0,0,0,0,0,FD_082004,9300,10000,500,5,4,510,9,4922,67,741.91,37,17.68,12.15,18.21,32.14,4.99,0,0,30,29.07,.85,.4521,16127,16129
16129,16140,1612916140,1612916140,.19,2,.36,.36,31,41,2,3689,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1186.66,85,7.12,0,7.14,22.2,7.16,6593,0,32,32.25,.85,.4521,16129,16140
16130,16125,1613016125,1613016125,.21,2,.42,.43,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,641.15,36,4.49,0,4.56,9.32,5.61,0,0,30,29.77,.85,.4521,16125,16130
16130,16137,1613716130,1613716130,.3,1,.6,.62,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,751.05,41,7.51,0,7.74,13.51,5.46,0,0,30,28.96,.85,.4521,16130,16137
16131,16126,1612616131,1612616131,.22,1,.45,.52,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1126.27,48,8.45,0,9.77,11.37,4.26,0,0,30,25.79,.85,.4521,16126,16131
16131,16136,1613116136,1613116136,.35,2,.7,.72,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,685,30,7.99,0,8.16,15.61,4.38,0,0,30,29.57,.85,.4521,16131,16136
16132,16127,1613216127,1613216127,.39,2,.79,.79,31,43,1,1310,2,4,99,0,0,0,0,0,0,HE_0111,7800,7800,300,12,2,314,14,3932,108,413.24,27,5.44,4.13,5.46,17.3,6.53,0,0,30,29.77,.85,.4521,16127,16132
16132,16128,1612816132,1612816132,.56,1,1.05,1.05,31,41,2,3689,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,492.76,13,8.62,0,8.62,64.56,2.64,0,0,32,31.99,.85,.4521,16128,16132
16134,16125,1612516134,1612516134,.27,1,.43,.45,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1744.77,143,12.5,0,13.23,25.14,8.2,0,0,38,35.58,.75,.4521,16125,16134
16134,16141,1613416141,1613416141,.54,2,.85,.97,31,23,2,3317,2,4,99,0,0,0,1,0,0,HE_0036,19500,19500,1638,27,43,1708,70,9855,345,2234.46,148,31.65,24.2,36,53.44,6.62,0,0,38,33.44,.75,.4521,16134,16141
16135,16124,1612416135,1612416135,.27,1,.42,.42,31,31,1,3662,2,4,99,0,0,1,1,7,4007001,X,0,0,0,0,0,0,0,0,0,691.31,102,4.84,0,4.84,25.65,14.75,0,0,38,38.31,.75,.4521,16124,16135
16135,16138,1613516138,1613516138,.45,2,.87,.88,33,42,1,1521,2,4,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,589.9,47,8.55,0,8.61,22.2,7.97,0,0,31,30.84,.85,.4521,16135,16138
16135,16708,1613516708,1613516708,.29,2,.42,.42,31,21,2,5942,2,4,99,0,0,1,1,7,4007002,X,0,0,0,0,0,0,0,0,0,1631.33,114,11.42,0,11.49,41.84,6.99,0,0,42,41.38,.75,.4521,16135,16708
16136,16131,1613116136,1613116136,.35,1,.7,.73,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,787.96,32,9.19,0,9.54,15.86,4.06,0,0,30,29.11,.85,.4521,16131,16136
16136,16143,1613616143,1613616143,.93,2,1.85,1.87,31,43,1,1310,2,4,99,0,0,0,0,0,0,HE_0068,7900,8500,597,16,12,625,28,4364,166,550.25,35,16.97,19.27,17.12,40.75,6.36,0,0,30,29.79,.85,.4521,16136,16143
16137,16130,1613716130,1613716130,.3,2,.6,.62,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,790.85,42,7.91,0,8.21,13.6,5.31,0,0,30,28.76,.85,.4521,16130,16137
16137,16143,1614316137,1614316137,.29,1,.58,.59,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,716.64,38,6.93,0,7.11,12.99,5.3,0,0,30,29.07,.85,.4521,16137,16143
16138,16135,1613516138,1613516138,.45,1,.87,.88,33,42,1,1521,2,4,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,600.24,42,8.7,0,8.76,22.21,7,0,0,31,30.83,.85,.4521,16135,16138
16138,16726,1613816726,1613816726,1.38,2,2.13,2.32,52,43,1,751,2,4,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,559.3,43,19.86,0,21.61,29.02,7.69,0,0,39,35.78,.85,.4521,16138,16726
16139,16126,1612616139,1612616139,.3,1,.53,.74,31,24,2,2752,2,4,99,0,0,0,1,0,0,HE_0067,23000,24500,1130,37,30,1197,67,12176,668,2493.69,226,22.03,10.57,30.57,33.73,9.06,0,0,34,24.51,.75,.4521,16126,16139
16139,16678,1613916678,1613916678,.2,2,.33,.45,42,24,2,2936,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2623.93,200,14.43,0,19.77,22.11,7.62,0,0,36,26.33,.75,.4521,16139,16678
16140,16129,1612916140,1612916140,.19,1,.36,.36,31,41,2,3689,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1008.01,77,6.05,0,6.06,22.17,7.64,6593,0,32,32.3,.85,.4521,16129,16140
16140,16144,1614016144,1614016144,.26,2,.49,.49,31,41,2,3689,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1466.43,106,11.98,0,12.06,30.34,7.23,6593,0,32,31.63,.85,.4521,16140,16144
16141,16134,1613416141,1613416141,.54,1,.85,.9,31,23,2,3317,2,4,99,0,0,0,1,0,0,HE_0036,19500,19500,948,44,25,1018,69,9645,398,1789.91,139,25.36,14.42,26.96,49.95,7.77,0,0,38,35.77,.75,.4521,16134,16141
16141,16145,1614116145,1614116145,.17,2,.26,.32,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2533.53,160,10.98,0,13.32,17.44,6.32,0,0,38,31.38,.75,.4521,16141,16145
16142,16071,1607116142,1607116142,.29,1,.45,.51,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3626.17,337,27.2,0,31.12,45.55,9.29,0,0,38,33.41,.75,.4521,16071,16142
16142,16150,1614216150,1614216150,.46,2,.72,.79,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3198.39,370,38.38,0,41.95,69.6,11.57,0,0,38,34.7,.75,.4521,16142,16150
16143,16136,1613616143,1613616143,.93,1,1.85,1.9,31,43,1,1310,2,4,99,0,0,0,0,0,0,HE_0068,7900,8500,690,20,16,727,36,4136,150,722.91,34,22.29,22.42,22.88,41.46,4.7,0,0,30,29.28,.85,.4521,16136,16143
16143,16137,1614316137,1614316137,.29,2,.58,.59,31,43,1,1310,2,4,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,650.16,34,6.28,0,6.39,12.88,5.23,0,0,30,29.3,.85,.4521,16137,16143
16144,16140,1614016144,1614016144,.26,1,.49,.49,31,41,2,3689,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1434.42,99,11.71,0,11.79,30.32,6.9,6593,0,32,31.65,.85,.4521,16140,16144
16144,16149,1614416149,1614416149,.29,2,.54,.54,31,41,2,3689,2,4,99,0,0,0,1,0,0,HE_0090,16500,16500,1088,13,19,1120,32,8371,225,1288.58,97,11.6,10.08,11.65,33.34,7.53,6593,0,32,31.7,.85,.4521,16144,16149
16145,16141,1614116145,1614116145,.17,1,.26,.28,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1999.58,160,8.66,0,9.47,15.71,8,0,0,38,34.83,.75,.4521,16141,16145
16145,16148,1614516148,1614516148,.28,2,.44,.55,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2630.84,158,19.29,0,23.99,30.24,6.01,0,0,38,30.21,.75,.4521,16145,16148
16146,15206,1520616146,1520616146,.73,1,1.22,1.25,52,37,1,1366,2,3,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,623.55,45,12.68,0,12.94,28.34,7.22,0,0,36,35.27,.75,.4521,15206,16146
16146,16181,1614616181,1614616181,1.24,2,2.48,2.91,52,46,1,578,2,4,99,0,0,0,1,0,0,HE_0024,3000,3200,239,5,5,249,10,1618,61,508.18,28,21,10.29,24.61,27.99,5.51,0,0,30,25.62,.85,.4521,16146,16181
16147,16123,1612316147,1612316147,.94,1,2.08,2.08,31,45,1,1231,2,4,99,0,0,1,0,0,0,X,0,0,0,0,0,0,0,0,0,179.02,34,6.21,0,6.21,42.68,18.99,0,0,27,27.04,.85,.4521,16123,16147
16147,16157,1614716157,1614716157,.5,2,1.12,1.12,31,45,1,1231,2,4,99,0,0,1,0,0,0,X,0,0,0,0,0,0,0,0,0,386.52,37,7.22,0,7.24,23.04,9.57,0,0,27,26.92,.85,.4521,16147,16157
16148,16145,1614516148,1614516148,.28,1,.44,.48,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,1930.9,158,14.16,0,15.33,26.33,8.18,0,0,38,34.71,.75,.4521,16145,16148
16148,16157,1614816157,1614816157,.43,2,.68,.78,31,23,2,3317,2,4,99,0,0,0,1,0,0,X,0,0,0,0,0,0,0,0,0,2309.1,161,26.17,0,30.2,43.38,6.97,0,0,38,32.95,.75,.4521,16148,16157
16149,16144,1614416149,1614416149,.29,1,.54,.54,31,41,2,3689,2,4,99,0,0,0,1,0,0,HE_0090,16500,16500,825,13,14,851,27,8129,191,1187.79,89,10.69,7.66,10.72,33.3,7.49,6593,0,32,31.74,.85,.4521,16144,16149
16149,16159,1614916159,1614916159,.41,2,.77,.77,31,41,2,3689,2,4,99,0,0,0,1,0,0,FD_082003,16500,17500,1026,15,18,1059,33,8523,200,1253.67,96,16.09,13.59,16.15,47.52,7.66,6593,0,32,31.71,.85,.4521,16149,16159
16150,16142,1614216150,1614216150,.46,1,.72,.84,42,23,3,5306,2,4,99,0,0,1,1,23,4023005,X,0,0,0,0,0,0,0,0,0,3753.93,339,45.05,0,52.39,74.06,9.03,0,0,38,32.62,.75,.4521,16142,16150
